checkpoint_path,status,updated_at,checkpoint_type,branch,ssl_objective,segment_ssl_method,base_seed,effective_seed,fold_index,test_subject_id,excluded_subject_id,ssl_data_scope,historical_unlabeled_pretraining,segment_feature_kind,supervised_feature_kind,encoder_kind,embedding_dim,dropout,projection_dim,pretrain_epochs,pretrain_lr,batch_size,feature_mask_prob,noise_std,lambda_latent,lambda_local,n_ssl_segments,source_feature_manifest_hash,graph_smoothness_weight,qeeg_auxiliary_enabled,lambda_qeeg,qeeg_feature_name,qeeg_scaler_hash,qeeg_fit_subject_ids,data_scope,seed
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold16_test_sub27_emb32_pre20_all-patient.pt,saved,2026-05-27T18:31:25.507355+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,23,16,sub27,sub27,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16299,51715e7eb09e57de0c3b8922e689e6458abc99faf48da0ba9f32db0a0eb99f6d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold17_test_sub28_emb32_pre20_all-patient.pt,saved,2026-05-27T18:35:04.165369+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,24,17,sub28,sub28,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16344,63a738abb31758774ce24038c6de900dfc6d0aafdd10929f59e845db3a2e632c,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold18_test_sub29_emb32_pre20_all-patient.pt,saved,2026-05-27T18:38:44.008688+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,25,18,sub29,sub29,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16460,d92882b910931e0e355c908525d02f8aa412515e8cd0c58c9330fc1075f4b9fa,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold02_test_sub07_emb32_pre20_all-patient.pt,saved,2026-05-27T17:40:03.385168+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,9,2,sub07,sub07,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16316,767aede806781fc1343b2fb8fd5fb97628c3c10b14b56f496befd356d2b3b7f5,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold03_test_sub08_emb32_pre20_all-patient.pt,saved,2026-05-27T17:43:42.558760+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,10,3,sub08,sub08,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16371,333f139bed2ff3dd738f189d08aa1b4b8a871c7e4255990c8550162ae9c71d93,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold04_test_sub09_emb32_pre20_all-patient.pt,saved,2026-05-27T17:47:22.995501+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,11,4,sub09,sub09,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16494,e6cbc7851e35d026194abfde1999c62e5b0ba7400c0fa21433c3edd656f212aa,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold05_test_sub10_emb32_pre20_all-patient.pt,saved,2026-05-27T17:51:04.699318+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,12,5,sub10,sub10,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16426,5adcc52880854a73cd6b57ff5b73dd0e7e6f07fdd69bfbfec52fdbfb8d4c4879,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold06_test_sub11_emb32_pre20_all-patient.pt,saved,2026-05-27T17:54:46.175426+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,13,6,sub11,sub11,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16420,b1aac61443e8005521e83f3a54f16f28488ec7bb961d57563c0965a3207cb04f,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold07_test_sub13_emb32_pre20_all-patient.pt,saved,2026-05-27T17:58:26.611655+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,14,7,sub13,sub13,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16452,ae9000bfddcaa8a605342295ea6f05f6da64b047a7bd5c3d5a02e4d81f9a5106,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold08_test_sub14_emb32_pre20_all-patient.pt,saved,2026-05-27T18:02:07.303417+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,15,8,sub14,sub14,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16443,54c2e60aa77fc300b586aaf95444f4d96d01d2da71341cad28d41e981d967a95,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_psd_seed7_fold09_test_sub15_emb32_pre20_all-patient.pt,saved,2026-05-27T18:05:47.683906+00:00,segment_ssl_encoder,psd,barlow,segment_barlow,7,16,9,sub15,sub15,all-patient,True,psd,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,16361,437f599ed57b71148f346f2d61413fd4766ad2e3f3ae7a774f20e1846bd65fdc,,,,,,,,
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold00_test_sub01_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:40:39.717142+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,0,0,sub01,sub01,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,1ad881efa36a93d3,sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold01_test_sub05_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:40:52.157357+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,1,1,sub05,sub05,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,c54ddcd2b2974172,sub01;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold10_test_sub16_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:42:44.607276+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,10,10,sub16,sub16,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,7e44403ee0ee689f,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold11_test_sub17_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:42:57.351336+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,11,11,sub17,sub17,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,94b66329b90e030d,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold12_test_sub18_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:43:09.866146+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,12,12,sub18,sub18,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,7fb6b279ed523f64,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold13_test_sub20_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:43:22.324551+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,13,13,sub20,sub20,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,599fa0f9538c0a80,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold14_test_sub22_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:43:34.771684+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,14,14,sub22,sub22,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a8ebde3765056ba9,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold15_test_sub24_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:43:47.374187+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,15,15,sub24,sub24,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,6f6204413e2a3f68,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold16_test_sub27_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:43:59.833214+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,16,16,sub27,sub27,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,833f989a03e52c33,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold17_test_sub28_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:44:12.294941+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,17,17,sub28,sub28,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,37702b15b1f8c13c,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold18_test_sub29_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:44:24.706377+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,18,18,sub29,sub29,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,3849cbe3d348eac8,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold02_test_sub07_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:41:04.660477+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,2,2,sub07,sub07,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,d4ede5505d6b658c,sub01;sub05;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold03_test_sub08_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:41:17.113720+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,3,3,sub08,sub08,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,32ccd4f91fb7d394,sub01;sub05;sub07;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold04_test_sub09_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:41:29.568787+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,4,4,sub09,sub09,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,835e31110fd4e0c1,sub01;sub05;sub07;sub08;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold05_test_sub10_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:41:42.168225+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,5,5,sub10,sub10,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a8b8b9457a7cfc21,sub01;sub05;sub07;sub08;sub09;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold06_test_sub11_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:41:54.644872+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,6,6,sub11,sub11,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,6436ec5e2b8a57ec,sub01;sub05;sub07;sub08;sub09;sub10;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold07_test_sub13_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:42:07.119778+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,7,7,sub13,sub13,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,0420cf771127c0a4,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold08_test_sub14_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:42:19.539563+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,8,8,sub14,sub14,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,0634f8693ab973fe,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed0_fold09_test_sub15_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:42:32.056980+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,0,9,9,sub15,sub15,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a07ddbbcf72affd6,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,0
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed1_fold00_test_sub01_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:48:21.612580+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,1,1,0,sub01,sub01,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,1ad881efa36a93d3,sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,1
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed1_fold01_test_sub05_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:48:33.970890+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,1,2,1,sub05,sub05,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,c54ddcd2b2974172,sub01;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,1
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed1_fold10_test_sub16_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:50:25.919077+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,1,11,10,sub16,sub16,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,7e44403ee0ee689f,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,1
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed1_fold11_test_sub17_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:50:38.469828+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,1,12,11,sub17,sub17,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,94b66329b90e030d,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,1
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed1_fold12_test_sub18_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:50:50.893742+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,1,13,12,sub18,sub18,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,7fb6b279ed523f64,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,1
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed1_fold13_test_sub20_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:51:03.348397+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,1,14,13,sub20,sub20,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,599fa0f9538c0a80,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub22;sub24;sub27;sub28;sub29,all-patient,1
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed1_fold14_test_sub22_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:51:15.943186+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,1,15,14,sub22,sub22,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a8ebde3765056ba9,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub24;sub27;sub28;sub29,all-patient,1
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed1_fold15_test_sub24_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T09:51:28.373033+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,1,16,15,sub24,sub24,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,6f6204413e2a3f68,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub27;sub28;sub29,all-patient,1
