checkpoint_path,status,updated_at,checkpoint_type,branch,ssl_objective,segment_ssl_method,base_seed,effective_seed,fold_index,test_subject_id,excluded_subject_id,ssl_data_scope,historical_unlabeled_pretraining,segment_feature_kind,supervised_feature_kind,encoder_kind,embedding_dim,dropout,projection_dim,pretrain_epochs,pretrain_lr,batch_size,feature_mask_prob,noise_std,lambda_latent,lambda_local,n_ssl_segments,source_feature_manifest_hash,graph_smoothness_weight,qeeg_auxiliary_enabled,lambda_qeeg,qeeg_feature_name,qeeg_scaler_hash,qeeg_fit_subject_ids,data_scope,seed
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold14_test_sub22_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:40:10.520485+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,35,14,sub22,sub22,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a8ebde3765056ba9,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold15_test_sub24_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:40:21.714829+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,36,15,sub24,sub24,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,6f6204413e2a3f68,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold16_test_sub27_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:40:32.763493+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,37,16,sub27,sub27,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,833f989a03e52c33,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold17_test_sub28_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:40:43.814325+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,38,17,sub28,sub28,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,37702b15b1f8c13c,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold18_test_sub29_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:40:55.023198+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,39,18,sub29,sub29,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,3849cbe3d348eac8,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold02_test_sub07_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:37:57.769114+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,23,2,sub07,sub07,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,d4ede5505d6b658c,sub01;sub05;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold03_test_sub08_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:38:08.283243+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,24,3,sub08,sub08,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,32ccd4f91fb7d394,sub01;sub05;sub07;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold04_test_sub09_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:38:19.133386+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,25,4,sub09,sub09,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,835e31110fd4e0c1,sub01;sub05;sub07;sub08;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold05_test_sub10_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:38:30.174196+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,26,5,sub10,sub10,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a8b8b9457a7cfc21,sub01;sub05;sub07;sub08;sub09;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold06_test_sub11_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:38:41.310149+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,27,6,sub11,sub11,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,6436ec5e2b8a57ec,sub01;sub05;sub07;sub08;sub09;sub10;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold07_test_sub13_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:38:52.516104+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,28,7,sub13,sub13,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,0420cf771127c0a4,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold08_test_sub14_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:39:03.353441+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,29,8,sub14,sub14,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,0634f8693ab973fe,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed21_fold09_test_sub15_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:39:14.584254+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,21,30,9,sub15,sub15,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a07ddbbcf72affd6,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,21
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold00_test_sub01_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:02:49.575539+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,3,0,sub01,sub01,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,1ad881efa36a93d3,sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold01_test_sub05_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:03:01.856879+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,4,1,sub05,sub05,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,c54ddcd2b2974172,sub01;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold10_test_sub16_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:04:52.952329+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,13,10,sub16,sub16,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,7e44403ee0ee689f,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold11_test_sub17_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:05:05.322569+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,14,11,sub17,sub17,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,94b66329b90e030d,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold12_test_sub18_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:05:17.802506+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,15,12,sub18,sub18,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,7fb6b279ed523f64,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold13_test_sub20_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:05:30.134096+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,16,13,sub20,sub20,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,599fa0f9538c0a80,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold14_test_sub22_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:05:42.488438+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,17,14,sub22,sub22,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a8ebde3765056ba9,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold15_test_sub24_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:05:54.759767+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,18,15,sub24,sub24,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,6f6204413e2a3f68,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold16_test_sub27_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:06:07.059484+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,19,16,sub27,sub27,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,833f989a03e52c33,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold17_test_sub28_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:06:19.335613+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,20,17,sub28,sub28,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,37702b15b1f8c13c,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold18_test_sub29_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:06:31.797790+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,21,18,sub29,sub29,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,3849cbe3d348eac8,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold02_test_sub07_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:03:14.205864+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,5,2,sub07,sub07,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,d4ede5505d6b658c,sub01;sub05;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold03_test_sub08_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:03:26.494636+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,6,3,sub08,sub08,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,32ccd4f91fb7d394,sub01;sub05;sub07;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold04_test_sub09_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:03:38.722948+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,7,4,sub09,sub09,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,835e31110fd4e0c1,sub01;sub05;sub07;sub08;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold05_test_sub10_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:03:51.055476+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,8,5,sub10,sub10,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a8b8b9457a7cfc21,sub01;sub05;sub07;sub08;sub09;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold06_test_sub11_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:04:03.329298+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,9,6,sub11,sub11,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,6436ec5e2b8a57ec,sub01;sub05;sub07;sub08;sub09;sub10;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold07_test_sub13_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:04:15.853007+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,10,7,sub13,sub13,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,0420cf771127c0a4,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold08_test_sub14_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:04:28.155406+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,11,8,sub14,sub14,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,0634f8693ab973fe,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed3_fold09_test_sub15_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:04:40.667392+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,3,12,9,sub15,sub15,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,a07ddbbcf72affd6,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,3
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed4_fold00_test_sub01_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:09:59.841069+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,4,4,0,sub01,sub01,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,1ad881efa36a93d3,sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,4
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed4_fold01_test_sub05_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:10:12.429813+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,4,5,1,sub05,sub05,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,c54ddcd2b2974172,sub01;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub16;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,4
F:\CJZProjectFile\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\qeeg_guided_mvicreg_masked-vicreg_psd_wpli_seed4_fold10_test_sub16_emb32_pre20_all-patient_qeegaux0_05.pt,locked,2026-05-31T10:12:03.638089+00:00,segment_ssl_encoder,psd_wpli,masked-vicreg,graph_smoothed_masked_vicreg,4,14,10,sub16,sub16,all-patient,False,psd-fc-wpli,psd-fc-wpli,cnn,32,0.0,16,20,0.001,8,0.05,0.02,0.001,0.02,,not_computed_feature_npz_inputs,0.02,True,0.05,qeeg_ec_global_slow_fast_bsi,7e44403ee0ee689f,sub01;sub05;sub07;sub08;sub09;sub10;sub11;sub13;sub14;sub15;sub17;sub18;sub20;sub22;sub24;sub27;sub28;sub29,all-patient,4
