metric,seed_mean,seed_std,seed_min,seed_max,n_seeds
accuracy,0.8289473684210527,0.05735393346764046,0.7368421052631579,0.8947368421052632,4
balanced_accuracy,0.8194444444444444,0.06054026310473156,0.7222222222222222,0.8888888888888888,4
sensitivity,1.0,0.0,1.0,1.0,4
specificity,0.6388888888888888,0.12108052620946316,0.4444444444444444,0.7777777777777778,4
roc_auc,0.8,0.054997194092287,0.7444444444444445,0.8888888888888888,4
pr_auc,0.7715766178266178,0.07116455155009838,0.7094122544122544,0.891976911976912,4
