metric,seed_mean,seed_std,seed_min,seed_max,n_seeds
accuracy,0.7719298245614036,0.07845852552630843,0.631578947368421,0.8947368421052632,6
balanced_accuracy,0.7675925925925925,0.07599928705174222,0.6333333333333333,0.8888888888888888,6
sensitivity,0.8500000000000001,0.12583057392117916,0.6,1.0,6
specificity,0.6851851851851851,0.041408666249996125,0.6666666666666666,0.7777777777777778,6
roc_auc,0.8574074074074073,0.06066051612651556,0.7555555555555555,0.9444444444444444,6
pr_auc,0.8679688829688829,0.062189893982640874,0.7525641025641024,0.9497222222222221,6
