fold_index,test_subject_id,epoch,objective,feature_kind,n_segments,batch_size,embedding_dim,projection_dim,learning_rate,feature_mask_prob,noise_std,lambda_latent,lambda_local,loss,alignment_loss,masked_latent_loss,local_reconstruction_loss,barlow_on_diag_loss,barlow_off_diag_loss,vicreg_invariance_loss,vicreg_variance_loss,vicreg_covariance_loss,ssl_data_scope,historical_unlabeled_pretraining,run_name,ssl_only_cache
0,sub01,1,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,1.182403189846244,0.9365680128692155,0.1476718664644249,0.9816330810229617,0.18303691247984605,150.7062234460595,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,2,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.8867758264342153,0.770925652695842,0.021715726985399468,0.9413444681234093,0.17229277226866122,119.72657877705487,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,3,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.804924438199199,0.6947873573735416,0.01839467705008518,0.9174240516476422,0.15699252969978666,107.55896801587595,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,4,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.8094954970348404,0.7010411464004402,0.01783937785729944,0.9061497378634267,0.1641223546794933,107.38376062704748,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,5,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7915996361776177,0.6846673879252962,0.017131889246374488,0.8980036015767026,0.16014188416561936,104.90510329592276,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,6,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7400370614224696,0.6340879120556007,0.016472788683446756,0.8947635944858491,0.1405055809921893,98.71646850707522,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,7,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7353178837384836,0.6296997517347336,0.016375947283558637,0.8924218464895074,0.14530055174630496,96.8798423250358,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,8,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7312356268029764,0.6258037957062285,0.01634343283109931,0.8908839863372514,0.14568476861264404,96.02380699370487,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,9,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7247882017576363,0.6171848893284323,0.018584853386973955,0.8901846062139686,0.13554648335594535,96.32768337660102,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,10,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7534337218301704,0.6418138770943144,0.02226900484457434,0.8935083978442082,0.16603299546397784,95.15617850862176,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,11,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7494478104598968,0.6356982585799646,0.024600982666015625,0.8914856923766346,0.1589248527958711,95.35468321112522,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,12,barlow,fc-wpli,8025,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7270154136704259,0.6104101467417531,0.02761236462460096,0.8899290238718588,0.14877706528126458,92.32661849854001,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_fc-wpli_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
