fold_index,test_subject_id,epoch,objective,feature_kind,n_segments,batch_size,embedding_dim,projection_dim,learning_rate,feature_mask_prob,noise_std,lambda_latent,lambda_local,loss,alignment_loss,masked_latent_loss,local_reconstruction_loss,barlow_on_diag_loss,barlow_off_diag_loss,vicreg_invariance_loss,vicreg_variance_loss,vicreg_covariance_loss,ssl_data_scope,historical_unlabeled_pretraining,run_name,ssl_only_cache
0,sub01,1,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,1.0502926101871566,0.90631211587027,0.05164003605936088,0.923404595080544,0.06448617817436839,168.3651913437189,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,2,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.7351524283488592,0.642551056573204,0.00567625597411511,0.8692511458022921,0.04277083126362413,119.95604755177217,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,3,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.6553162291938184,0.5654334865072195,0.003953172880060533,0.8592956890662511,0.04193233911212826,104.7002316568412,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,4,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.6222403415570072,0.534791967594156,0.0029407315394457648,0.8450764145921258,0.041824473008312574,98.59350105734433,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,5,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.6014823904516651,0.5157450064140208,0.002408897876739502,0.8332848625440223,0.04262544288455198,94.62391498790068,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,6,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5816041849699675,0.49694387778347615,0.002260016927532121,0.8240028938534213,0.037587562624100304,91.87126502990722,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,7,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5723765379365753,0.4882076514117858,0.002252609238905065,0.8191627746703578,0.03943812132575641,89.75390790303548,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,8,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5633095346829471,0.47935844259519206,0.002381105983958525,0.815699856246219,0.0379263498955041,88.28642051547182,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,9,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5541207385705966,0.4703990038995649,0.002539677713431564,0.8118205671509107,0.036638495027471116,86.75210349139046,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,10,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5469140097791073,0.4636380867338648,0.002487892379947737,0.8078802953748142,0.037573464752366656,85.21292655047249,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,11,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5475403072787266,0.46462505830853595,0.0025241249916600245,0.8039112379153569,0.038929511463570904,85.1391113056856,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,12,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5458052234030237,0.46266834899490955,0.0028287130243637984,0.8030816116753746,0.03677397148053655,85.17887741911645,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,13,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5335352467555626,0.4511893853545189,0.002830671329124301,0.795151891106484,0.034871681744698436,83.26354267643947,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,14,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5346119776368141,0.4521131329968864,0.003052621144874423,0.7944622208090389,0.03754212111691196,82.91420428332161,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,15,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5302361141817242,0.447988943492665,0.0031791695192748427,0.790680009331189,0.03627519136449943,82.34275240804635,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,16,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5209769198707506,0.4388928542242331,0.0033722928926056507,0.787117719299653,0.03438417263301637,80.9017380284328,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed1_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
