fold_index,test_subject_id,epoch,objective,feature_kind,n_segments,batch_size,embedding_dim,projection_dim,learning_rate,feature_mask_prob,noise_std,lambda_latent,lambda_local,loss,alignment_loss,masked_latent_loss,local_reconstruction_loss,barlow_on_diag_loss,barlow_off_diag_loss,vicreg_invariance_loss,vicreg_variance_loss,vicreg_covariance_loss,ssl_data_scope,historical_unlabeled_pretraining,run_name,ssl_only_cache
0,sub01,1,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,1.0090845151274812,0.8263907136286006,0.09280692116886961,0.8988687884573843,0.06803948504818311,151.67024875715668,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,2,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.6951345363960547,0.5987864428875493,0.011244234150531246,0.8510385810160169,0.04416024594239014,110.92524213603899,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,3,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.6314071481426556,0.539642344356752,0.008280203389186485,0.8348459914911027,0.04399932642974069,99.12860605576459,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,4,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5995520030458769,0.510608166836056,0.006419069393008363,0.8252476549323867,0.03995319079292719,94.13099728004605,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,5,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5871569598422332,0.499448337449747,0.0057098970693700455,0.8199872397616798,0.04207577634347128,91.47451422448252,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,6,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5707131521082391,0.4841656748570648,0.005274902021183687,0.8127257392979136,0.039010742115194674,89.03098884283328,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,7,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5612292544806705,0.47532144107070623,0.00520773915683522,0.8070007376811084,0.038410679025429426,87.38215450960047,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,8,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5576971944348484,0.4718779001750198,0.005287508987912945,0.8053178487162964,0.03998892852858476,86.37779625537348,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,9,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5471842093210594,0.4619666373612834,0.0051848437271866145,0.8003272678337845,0.037583618788231236,84.876605647218,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,10,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5434166816519755,0.4580664080732009,0.005494020382563273,0.7985625188432488,0.03917494504301645,83.77829460069245,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,11,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5368132524338423,0.45204358819653007,0.005421545809390498,0.7934811744035459,0.03500233869771382,83.40825174369064,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,12,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5361291812331068,0.45151519678971347,0.005660320730770336,0.7895366353731529,0.03608913050996432,83.08521507861568,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,13,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5296972734671013,0.44536550182337853,0.005594820251651839,0.7873695014446389,0.03571965420783004,81.92917124804329,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
0,sub01,14,barlow,psd,16318,16,32,32,0.001,0.03,0.02,1.0,0.1,0.5196967320114958,0.435809683566,0.005477875704858817,0.7840917232282022,0.033128501712481544,80.53623829635919,0.0,0.0,0.0,all-patient,True,segssl_barlow_all-patient_psd_finetune_seed13_pre20_proj32_mask0_03_noise0_02_mlp1_0_sup0_ssl_cache_10seed_locked,True
