model_family,model_name,input_features,feature_selection,inference_type,result_role,legacy_warning,n_subjects,n_positive,n_negative,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc,source_file,model,status,skip_reason,contrast,model_key,interpretation,reproduce_command,availability,row_type,ablation_name,ablation_description,n_input_columns,explainability_alignment,label_definition,threshold_type,residual_threshold,margin,n_excluded_near_threshold
,,,,,,,,,,0.8947368421052632,0.8888888888888888,1.0,0.7777777777777778,,,0.2702071795291572,0.9444444444444444,0.9558119658119658,core_ablation_10seed_summary.csv,,,,b_no_ssl_cnn_same_arch_10seed,no-SSL CNN same architecture,CNN architecture contribution over traditional ML.,python -B scripts/30_train_residual_aware_patient_barlow.py --model-group standard_no_ssl_bce --seeds 0 1 2 3 4 5 7 13 21 42,available,max,,,,,,,,,
,,,,,,,,,,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,,,0.1710740861697086,0.8222222222222223,0.7897008547008547,core_ablation_10seed_summary.csv,,,,b_no_ssl_cnn_same_arch_10seed,no-SSL CNN same architecture,CNN architecture contribution over traditional ML.,python -B scripts/30_train_residual_aware_patient_barlow.py --model-group standard_no_ssl_bce --seeds 0 1 2 3 4 5 7 13 21 42,available,seedmean10,,,,,,,,,
,,,,,,,,,,0.7526315789473684,0.7416666666666667,0.95,0.5333333333333334,,,,0.7388888888888888,0.7193753599341834,core_ablation_10seed_summary.csv,,,,c_patient_barlow_ssl_no_residual_heads,Patient-level Barlow SSL without residual-aware heads,Patient-level SSL contribution before residual-aware auxiliary training.,python -B scripts/29_train_patient_barlow_stabilized.py --seeds 0 1 2 3 4 5 7 13 21 42,available,mean,,,,,,,,,
,,,,,,,,,,0.0528940822164257,0.0550672988933305,0.0499999999999999,0.1088662107903634,,,,0.0431048105361573,0.076128207311076,core_ablation_10seed_summary.csv,,,,c_patient_barlow_ssl_no_residual_heads,Patient-level Barlow SSL without residual-aware heads,Patient-level SSL contribution before residual-aware auxiliary training.,python -B scripts/29_train_patient_barlow_stabilized.py --seeds 0 1 2 3 4 5 7 13 21 42,available,std,,,,,,,,,
,,,,,,,,,,0.6842105263157895,0.6666666666666666,0.9,0.3333333333333333,,,,0.6777777777777778,0.6242932067932068,core_ablation_10seed_summary.csv,,,,c_patient_barlow_ssl_no_residual_heads,Patient-level Barlow SSL without residual-aware heads,Patient-level SSL contribution before residual-aware auxiliary training.,python -B scripts/29_train_patient_barlow_stabilized.py --seeds 0 1 2 3 4 5 7 13 21 42,available,min,,,,,,,,,
,,,,,,,,,,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,,,,0.7999999999999999,0.8515508021390373,core_ablation_10seed_summary.csv,,,,c_patient_barlow_ssl_no_residual_heads,Patient-level Barlow SSL without residual-aware heads,Patient-level SSL contribution before residual-aware auxiliary training.,python -B scripts/29_train_patient_barlow_stabilized.py --seeds 0 1 2 3 4 5 7 13 21 42,available,max,,,,,,,,,
,,,,,,,,,,0.7894736842105263,0.7777777777777778,1.0,0.5555555555555556,,,,0.7000000000000001,0.6309598734598736,core_ablation_10seed_summary.csv,,,,c_patient_barlow_ssl_no_residual_heads,Patient-level Barlow SSL without residual-aware heads,Patient-level SSL contribution before residual-aware auxiliary training.,python -B scripts/29_train_patient_barlow_stabilized.py --seeds 0 1 2 3 4 5 7 13 21 42,available,ensemble10,,,,,,,,,
,,,,,,,,,,0.8157894736842106,0.8122222222222222,0.8800000000000001,0.7444444444444445,,,0.1304241654363616,0.8988888888888888,0.9084416416916417,core_ablation_10seed_summary.csv,,,,d_no_ssl_cnn_residual_heads,no-SSL CNN + residual-aware auxiliary heads,Residual-aware objective contribution without SSL pretraining.,python -B scripts/30_train_residual_aware_patient_barlow.py --no-ssl --model-group no_ssl_residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,mean,,,,,,,,,
,,,,,,,,,,0.0447282413473051,0.0436503126476624,0.0788810637746615,0.0536717657266275,,,0.0297694204887391,0.0472712164137392,0.0524721292550852,core_ablation_10seed_summary.csv,,,,d_no_ssl_cnn_residual_heads,no-SSL CNN + residual-aware auxiliary heads,Residual-aware objective contribution without SSL pretraining.,python -B scripts/30_train_residual_aware_patient_barlow.py --no-ssl --model-group no_ssl_residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,std,,,,,,,,,
,,,,,,,,,,0.7368421052631579,0.7333333333333334,0.8,0.6666666666666666,,,0.0799961509697407,0.8111111111111111,0.807983682983683,core_ablation_10seed_summary.csv,,,,d_no_ssl_cnn_residual_heads,no-SSL CNN + residual-aware auxiliary heads,Residual-aware objective contribution without SSL pretraining.,python -B scripts/30_train_residual_aware_patient_barlow.py --no-ssl --model-group no_ssl_residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,min,,,,,,,,,
,,,,,,,,,,0.8947368421052632,0.8888888888888888,1.0,0.7777777777777778,,,0.1766781979022564,0.9666666666666668,0.9769230769230768,core_ablation_10seed_summary.csv,,,,d_no_ssl_cnn_residual_heads,no-SSL CNN + residual-aware auxiliary heads,Residual-aware objective contribution without SSL pretraining.,python -B scripts/30_train_residual_aware_patient_barlow.py --no-ssl --model-group no_ssl_residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,max,,,,,,,,,
,,,,,,,,,,0.8947368421052632,0.8888888888888888,1.0,0.7777777777777778,,,0.1104828985960199,0.9222222222222224,0.9272546897546896,core_ablation_10seed_summary.csv,,,,d_no_ssl_cnn_residual_heads,no-SSL CNN + residual-aware auxiliary heads,Residual-aware objective contribution without SSL pretraining.,python -B scripts/30_train_residual_aware_patient_barlow.py --no-ssl --model-group no_ssl_residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,seedmean10,,,,,,,,,
,,,,,,,,,,0.8368421052631578,0.8305555555555555,0.95,0.711111111111111,,,0.1415899918315827,0.86,0.8584921744921743,core_ablation_10seed_summary.csv,,,,e_patient_barlow_ssl_residual_heads,Patient-level Barlow SSL + residual-aware auxiliary heads,Final combined SSL plus residual-aware training contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --model-group residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,mean,,,,,,,,,
,,,,,,,,,,0.0388349888090853,0.0389549703110418,0.0527046276694729,0.0573775310549247,,,0.0241069832248661,0.0529513066686267,0.058455272304842,core_ablation_10seed_summary.csv,,,,e_patient_barlow_ssl_residual_heads,Patient-level Barlow SSL + residual-aware auxiliary heads,Final combined SSL plus residual-aware training contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --model-group residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,std,,,,,,,,,
,,,,,,,,,,0.7894736842105263,0.7833333333333333,0.9,0.6666666666666666,,,0.1099112495740876,0.7555555555555555,0.7528646353646353,core_ablation_10seed_summary.csv,,,,e_patient_barlow_ssl_residual_heads,Patient-level Barlow SSL + residual-aware auxiliary heads,Final combined SSL plus residual-aware training contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --model-group residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,min,,,,,,,,,
,,,,,,,,,,0.8947368421052632,0.8888888888888888,1.0,0.7777777777777778,,,0.1962738624833147,0.9555555555555556,0.9572979797979796,core_ablation_10seed_summary.csv,,,,e_patient_barlow_ssl_residual_heads,Patient-level Barlow SSL + residual-aware auxiliary heads,Final combined SSL plus residual-aware training contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --model-group residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,max,,,,,,,,,
,,,,,,,,,,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,,,0.1258868548462043,0.8444444444444444,0.836024531024531,core_ablation_10seed_summary.csv,,,,e_patient_barlow_ssl_residual_heads,Patient-level Barlow SSL + residual-aware auxiliary heads,Final combined SSL plus residual-aware training contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --model-group residualaware_highrank_swa_clsalpha1 --seeds 0 1 2 3 4 5 7 13 21 42,available,seedmean10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,core_ablation_10seed_summary.csv,,,,f_final_without_swa,Residual-aware SSL-CNN without SWA,SWA contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --disable-swa --model-group residualaware_highrank --seeds 0 1 2 3 4 5 7 13 21 42,missing,missing,,,,,,,,,
,,,,,,,,,,,,,,,,,,,core_ablation_10seed_summary.csv,,,,g_without_residual_regression_loss,Residual-aware SSL-CNN without residual regression loss,Residual regression auxiliary loss contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --residual-regression-weight 0 --seeds 0 1 2 3 4 5 7 13 21 42,missing_row,missing,,,,,,,,,
,,,,,,,,,,,,,,,,,,,core_ablation_10seed_summary.csv,,,,h_without_ranking_loss,Residual-aware SSL-CNN without ranking loss,Pairwise residual ranking auxiliary loss contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --ranking-weight 0 --seeds 0 1 2 3 4 5 7 13 21 42,missing_row,missing,,,,,,,,,
,,,,,,,,,,,,,,,,,,,core_ablation_10seed_summary.csv,,,,i_without_soft_label_loss,Residual-aware SSL-CNN without soft-label loss,Soft-label auxiliary loss contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --soft-label-weight 0 --seeds 0 1 2 3 4 5 7 13 21 42,missing_row,missing,,,,,,,,,
,,,,,,,,,,,,,,,,,,,core_ablation_10seed_summary.csv,,,,j_classification_head_vs_residual_fusion,Classification-head inference vs residual-probability fusion,Inference-head choice contribution.,python -B scripts/30_train_residual_aware_patient_barlow.py --compare-inference-heads --seeds 0 1 2 3 4 5 7 13 21 42,missing_row,missing,,,,,,,,,
ablation_psd_only,,"PSD only, EO+EC, all bands",selectk100,,,,19.0,10.0,9.0,0.7894736842105263,0.788888888888889,0.8,0.7777777777777778,0.8,0.8,0.1929460852769017,0.8111111111111111,0.840103785103785,modality_state_band_ablation.csv,ablation_psd_only_logistic_l2,trained,,,,,,,,psd_only,"PSD only, EO+EC, all bands",744.0,gate weights available; branch/state occlusion available,,,,,
ablation_wpli_only,,"WPLI only, EO+EC, all bands",selectk100,,,,19.0,10.0,9.0,0.631578947368421,0.6277777777777778,0.7,0.5555555555555556,0.6363636363636364,0.6666666666666666,0.2322109841847857,0.6888888888888889,0.7508982683982683,modality_state_band_ablation.csv,ablation_wpli_only_logistic_l2,trained,,,,,,,,wpli_only,"WPLI only, EO+EC, all bands",22692.0,gate weights available; branch/state occlusion available,,,,,
ablation_psd_wpli,,"PSD + WPLI, EO+EC, all bands",selectk100,,,,19.0,10.0,9.0,0.6842105263157895,0.6777777777777778,0.8,0.5555555555555556,0.6666666666666666,0.7272727272727273,0.2071648198306707,0.7666666666666666,0.7934371184371183,modality_state_band_ablation.csv,ablation_psd_wpli_logistic_l2,trained,,,,,,,,psd_wpli,"PSD + WPLI, EO+EC, all bands",23436.0,gate weights available; branch/state occlusion available,,,,,
ablation_eo_only,,"EO only, PSD+WPLI",selectk100,,,,19.0,10.0,9.0,0.3157894736842105,0.3166666666666666,0.3,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.4901118473442453,0.3,0.4669805632963528,modality_state_band_ablation.csv,ablation_eo_only_logistic_l2,trained,,,,,,,,eo_only,"EO only, PSD+WPLI",11718.0,gate weights available; branch/state occlusion available,,,,,
ablation_ec_only,,"EC only, PSD+WPLI",selectk100,,,,19.0,10.0,9.0,0.631578947368421,0.6333333333333333,0.6,0.6666666666666666,0.6666666666666666,0.631578947368421,0.2227930705672845,0.788888888888889,0.8156593406593405,modality_state_band_ablation.csv,ablation_ec_only_logistic_l2,trained,,,,,,,,ec_only,"EC only, PSD+WPLI",11718.0,gate weights available; branch/state occlusion available,,,,,
ablation_psd_eo_only,,PSD EO only,selectk100,,,,19.0,10.0,9.0,0.6842105263157895,0.6777777777777778,0.8,0.5555555555555556,0.6666666666666666,0.7272727272727273,0.2670178601752788,0.7333333333333333,0.7708365164247517,modality_state_band_ablation.csv,ablation_psd_eo_only_logistic_l2,trained,,,,,,,,psd_eo_only,PSD EO only,372.0,gate weights available; branch/state occlusion available,,,,,
ablation_wpli_ec_only,,WPLI EC only,selectk100,,,,19.0,10.0,9.0,0.631578947368421,0.6333333333333333,0.6,0.6666666666666666,0.6666666666666666,0.631578947368421,0.2309919261003436,0.7111111111111111,0.7932792207792208,modality_state_band_ablation.csv,ablation_wpli_ec_only_logistic_l2,trained,,,,,,,,wpli_ec_only,WPLI EC only,11346.0,gate weights available; branch/state occlusion available,,,,,
ablation_psd_eo_wpli_ec,,PSD EO plus WPLI EC,selectk100,,,,19.0,10.0,9.0,0.5789473684210527,0.5833333333333333,0.5,0.6666666666666666,0.625,0.5555555555555556,0.2394398175998842,0.7111111111111111,0.7932792207792208,modality_state_band_ablation.csv,ablation_psd_eo_wpli_ec_logistic_l2,trained,,,,,,,,psd_eo_wpli_ec,PSD EO plus WPLI EC,11718.0,gate weights available; branch/state occlusion available,,,,,
ablation_beta_medium_only,,"Beta medium band only, PSD+WPLI",selectk100,,,,19.0,10.0,9.0,0.7368421052631579,0.7333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.7619047619047619,0.2321505141119555,0.7111111111111111,0.7762318675476569,modality_state_band_ablation.csv,ablation_beta_medium_only_logistic_l2,trained,,,,,,,,beta_medium_only,"Beta medium band only, PSD+WPLI",3906.0,gate weights available; branch/state occlusion available; PSD band attribution available,,,,,
ablation_beta_high_only,,"Beta high band only, PSD+WPLI",selectk100,,,,19.0,10.0,9.0,0.5789473684210527,0.5777777777777777,0.6,0.5555555555555556,0.6,0.6,0.3169668634208833,0.5666666666666667,0.561047841047841,modality_state_band_ablation.csv,ablation_beta_high_only_logistic_l2,trained,,,,,,,,beta_high_only,"Beta high band only, PSD+WPLI",3906.0,gate weights available; branch/state occlusion available; PSD band attribution available,,,,,
ablation_beta_medium_beta_high,,"Beta medium + beta high bands, PSD+WPLI",selectk100,,,,19.0,10.0,9.0,0.631578947368421,0.6277777777777778,0.7,0.5555555555555556,0.6363636363636364,0.6666666666666666,0.2796737372874188,0.5777777777777778,0.5597871572871573,modality_state_band_ablation.csv,ablation_beta_medium_beta_high_logistic_l2,trained,,,,,,,,beta_medium_beta_high,"Beta medium + beta high bands, PSD+WPLI",7812.0,gate weights available; branch/state occlusion available; PSD band attribution available,,,,,
ablation_motor_wpli_edges,,Motor/stimulation-side related WPLI edges around C3/C4 network,selectk100,,,,19.0,10.0,9.0,0.631578947368421,0.6277777777777778,0.7,0.5555555555555556,0.6363636363636364,0.6666666666666666,0.2611264060532838,0.7333333333333334,0.8163095238095237,modality_state_band_ablation.csv,ablation_motor_wpli_edges_logistic_l2,trained,,,,,,,,motor_wpli_edges,Motor/stimulation-side related WPLI edges around C3/C4 network,6780.0,gate weights available; branch/state occlusion available; WPLI edge attribution available,,,,,
,,,,,,,19.0,10.0,9.0,0.7368421052631579,0.7333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.7619047619047619,0.2080008975512415,0.7111111111111112,0.7754058441558441,residual_threshold_sensitivity.csv,ML_EEG_updated_no_selector_logistic_l1,,,,,,,,,,,,,current_fixed_1.5,fixed,1.5,,0.0
,,,,,,,19.0,10.0,9.0,0.7368421052631579,0.7333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.7619047619047619,0.2080008975512415,0.7111111111111112,0.7754058441558441,residual_threshold_sensitivity.csv,ML_EEG_updated_no_selector_logistic_l1,,,,,,,,,,,,,cohort_median,fixed,1.5,,0.0
,,,,,,,19.0,10.0,9.0,0.7368421052631579,0.7333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.7619047619047619,0.2080008975512415,0.7111111111111112,0.7754058441558441,residual_threshold_sensitivity.csv,ML_EEG_updated_no_selector_logistic_l1,,,,,,,,,,,,,fold_local_train_median,fold_local,,,0.0
,,,,,,,19.0,5.0,14.0,0.5789473684210527,0.65,0.8,0.5,0.3636363636363636,0.5,0.2635659136251955,0.5857142857142856,0.3527777777777778,residual_threshold_sensitivity.csv,ML_EEG_updated_no_selector_logistic_l1,,,,,,,,,,,,,fixed_0.0,fixed,0.0,,0.0
,,,,,,,19.0,10.0,9.0,0.7368421052631579,0.7333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.7619047619047619,0.2080008975512415,0.7111111111111112,0.7754058441558441,residual_threshold_sensitivity.csv,ML_EEG_updated_no_selector_logistic_l1,,,,,,,,,,,,,fixed_1.5,fixed,1.5,,0.0
,,,,,,,19.0,11.0,8.0,0.6842105263157895,0.6761363636363636,0.7272727272727273,0.625,0.7272727272727273,0.7272727272727273,0.2120942935156157,0.6818181818181819,0.7785837899474264,residual_threshold_sensitivity.csv,ML_EEG_updated_no_selector_logistic_l1,,,,,,,,,,,,,fixed_3.0,fixed,3.0,,0.0
,,,,,,,18.0,9.0,9.0,0.7222222222222222,0.7222222222222222,0.7777777777777778,0.6666666666666666,0.7,0.7368421052631579,0.2115651448584324,0.7037037037037037,0.765966386554622,residual_threshold_sensitivity.csv,ML_EEG_updated_no_selector_logistic_l1,,,,,,,,,,,,,exclude_margin_0.5_at_1.5,exclude_margin,1.5,0.5,1.0
,,,,,,,15.0,7.0,8.0,0.7333333333333333,0.7410714285714286,0.8571428571428571,0.625,0.6666666666666666,0.75,0.1882632122359831,0.7678571428571428,0.8044217687074828,residual_threshold_sensitivity.csv,ML_EEG_updated_no_selector_logistic_l1,,,,,,,,,,,,,exclude_margin_1.0_at_1.5,exclude_margin,1.5,1.0,4.0
,,,,,,,19.0,10.0,9.0,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.1770344049202322,0.8111111111111111,0.807983682983683,residual_threshold_sensitivity.csv,no_SSL_CNN_updated_sub05_sub28_seedensemble10,,,,,,,,,,,,,current_fixed_1.5,fixed,1.5,,0.0
,,,,,,,19.0,10.0,9.0,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.1770344049202322,0.8111111111111111,0.807983682983683,residual_threshold_sensitivity.csv,no_SSL_CNN_updated_sub05_sub28_seedensemble10,,,,,,,,,,,,,cohort_median,fixed,1.5,,0.0
,,,,,,,19.0,10.0,9.0,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.1770344049202322,0.8111111111111111,0.807983682983683,residual_threshold_sensitivity.csv,no_SSL_CNN_updated_sub05_sub28_seedensemble10,,,,,,,,,,,,,fold_local_train_median,fold_local,,,0.0
,,,,,,,19.0,5.0,14.0,0.5789473684210527,0.7142857142857143,1.0,0.4285714285714285,0.3846153846153846,0.5555555555555556,0.355595394152672,0.6857142857142857,0.4125757575757576,residual_threshold_sensitivity.csv,no_SSL_CNN_updated_sub05_sub28_seedensemble10,,,,,,,,,,,,,fixed_0.0,fixed,0.0,,0.0
,,,,,,,19.0,10.0,9.0,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.1770344049202322,0.8111111111111111,0.807983682983683,residual_threshold_sensitivity.csv,no_SSL_CNN_updated_sub05_sub28_seedensemble10,,,,,,,,,,,,,fixed_1.5,fixed,1.5,,0.0
,,,,,,,19.0,11.0,8.0,0.8947368421052632,0.875,1.0,0.75,0.8461538461538461,0.9166666666666666,0.137645443379207,0.8295454545454546,0.837161828070919,residual_threshold_sensitivity.csv,no_SSL_CNN_updated_sub05_sub28_seedensemble10,,,,,,,,,,,,,fixed_3.0,fixed,3.0,,0.0
,,,,,,,18.0,9.0,9.0,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,0.75,0.8571428571428571,0.1837540962048799,0.8271604938271606,0.8122895622895623,residual_threshold_sensitivity.csv,no_SSL_CNN_updated_sub05_sub28_seedensemble10,,,,,,,,,,,,,exclude_margin_0.5_at_1.5,exclude_margin,1.5,0.5,1.0
,,,,,,,15.0,7.0,8.0,0.8666666666666667,0.875,1.0,0.75,0.7777777777777778,0.875,0.1694523322347049,0.8214285714285714,0.7607709750566893,residual_threshold_sensitivity.csv,no_SSL_CNN_updated_sub05_sub28_seedensemble10,,,,,,,,,,,,,exclude_margin_1.0_at_1.5,exclude_margin,1.5,1.0,4.0
,,,,,,,19.0,10.0,9.0,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.1258868548462043,0.8444444444444444,0.836024531024531,residual_threshold_sensitivity.csv,residual_aware_SSL_CNN_seedmean10,,,,,,,,,,,,,current_fixed_1.5,fixed,1.5,,0.0
,,,,,,,19.0,10.0,9.0,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.1258868548462043,0.8444444444444444,0.836024531024531,residual_threshold_sensitivity.csv,residual_aware_SSL_CNN_seedmean10,,,,,,,,,,,,,cohort_median,fixed,1.5,,0.0
,,,,,,,19.0,10.0,9.0,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.1258868548462043,0.8444444444444444,0.836024531024531,residual_threshold_sensitivity.csv,residual_aware_SSL_CNN_seedmean10,,,,,,,,,,,,,fold_local_train_median,fold_local,,,0.0
,,,,,,,19.0,5.0,14.0,0.5789473684210527,0.7142857142857143,1.0,0.4285714285714285,0.3846153846153846,0.5555555555555556,0.3097035739013801,0.5857142857142857,0.3204761904761904,residual_threshold_sensitivity.csv,residual_aware_SSL_CNN_seedmean10,,,,,,,,,,,,,fixed_0.0,fixed,0.0,,0.0
,,,,,,,19.0,10.0,9.0,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.1258868548462043,0.8444444444444444,0.836024531024531,residual_threshold_sensitivity.csv,residual_aware_SSL_CNN_seedmean10,,,,,,,,,,,,,fixed_1.5,fixed,1.5,,0.0
,,,,,,,19.0,11.0,8.0,0.8947368421052632,0.875,1.0,0.75,0.8461538461538461,0.9166666666666666,0.0869622097234754,0.9204545454545454,0.9254656959202414,residual_threshold_sensitivity.csv,residual_aware_SSL_CNN_seedmean10,,,,,,,,,,,,,fixed_3.0,fixed,3.0,,0.0
,,,,,,,18.0,9.0,9.0,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,0.75,0.8571428571428571,0.1300459327093405,0.8518518518518519,0.8363235529902198,residual_threshold_sensitivity.csv,residual_aware_SSL_CNN_seedmean10,,,,,,,,,,,,,exclude_margin_0.5_at_1.5,exclude_margin,1.5,0.5,1.0
,,,,,,,15.0,7.0,8.0,0.8666666666666667,0.875,1.0,0.75,0.7777777777777778,0.875,0.1043053335473096,0.8928571428571429,0.8260204081632654,residual_threshold_sensitivity.csv,residual_aware_SSL_CNN_seedmean10,,,,,,,,,,,,,exclude_margin_1.0_at_1.5,exclude_margin,1.5,1.0,4.0
