state,channel,channel_index,band,mean_signed_attribution,mean_abs_attribution,std_abs_attribution,n_samples,positive_mean_abs_attribution,negative_mean_abs_attribution,correct_only_mean_abs_attribution
EC,C4,29,Beta Medium,-0.00016872144331725653,0.0001906514652938552,0.0017980140284878108,1140,5.315120513875688e-05,0.0003434295321328533,0.000225090446915648
EC,C4,29,Delta,-3.115643939918752e-05,0.00017150815215475804,0.0025181897502903395,1330,2.5440194671598662e-05,0.0003338058826916018,0.00020015434372636556
EC,C4,29,Gamma,-0.00016283106635677373,0.0001940491074355324,0.0017233245894105573,5890,0.00010641006771608136,0.0002914258182349225,0.0002292804122544199
EC,C4,29,Theta,-0.00011848083372492916,0.0001504240274524707,0.0015628111113493968,1520,3.5865935305485964e-05,0.000277710796504676,0.00017476702000754268
EC,C5,24,Alpha,-8.204654740053574e-05,0.00011067518998162492,0.00039648084215012497,1900,0.00010306541920132013,0.00011913049084863026,0.00012293983025431606
EC,C5,24,Beta High,-4.1103780422800524e-05,7.326302539799693e-05,0.000430286976788375,3420,4.570453867577913e-05,0.00010388356620046116,8.108308760133e-05
EC,C5,24,Beta Low,-8.3252540249246e-05,0.0001155611167395196,0.0004777571770635757,1900,9.16406565525199e-05,0.0001421394058361859,0.00013071195164157022
EC,C5,24,Beta Medium,-6.067926508825065e-05,0.00012093907215018032,0.0005188882609934046,1140,8.905970192774556e-05,0.00015636059461955227,0.00013607681513379656
EC,C5,24,Delta,-6.753500428280014e-06,5.766510354552815e-05,0.00019055997082021323,1330,2.9433000359391195e-05,8.903410708568032e-05,5.4422350266291355e-05
EC,C5,24,Gamma,-2.212234330881637e-05,6.577996595815699e-05,0.00033672542197807283,5890,4.782430171777407e-05,8.573070400302689e-05,7.236927466827411e-05
EC,C5,24,Theta,-3.7822044624312144e-05,8.120936515325444e-05,0.0002489616311828331,1520,3.0179862939627463e-05,0.0001379088120572844,9.305132971518506e-05
EC,C6,30,Alpha,-6.922596129071026e-05,0.0001395762428236599,0.0015608835757116904,1900,3.709328577356839e-05,0.00025344619510153936,0.00016254294303425212
EC,C6,30,Beta High,0.00021915926534909601,0.00025091539625250026,0.0034678796859911364,3420,3.103661523669387e-05,0.0004952251529367296,0.00029757596824734586
EC,C6,30,Beta Low,-5.039006660212014e-05,0.00012828977379708103,0.0014911141031957412,1900,3.305953290223256e-05,0.0002341011525691349,0.00014917280975943468
EC,C6,30,Beta Medium,8.251160985515795e-05,0.00013921225798970194,0.0017139936179288565,1140,3.262265550746038e-05,0.00025764514963663693,0.0001608158304716844
EC,C6,30,Delta,0.00025509463230391147,0.0006434734503759515,0.011933698223771971,1330,2.0143167731872523e-05,0.0013360626533138172,0.0007666663689744892
EC,C6,30,Gamma,0.00010572397894218262,0.00015145622053982925,0.002102860083493522,5890,3.013878489265657e-05,0.00028625337125891005,0.00017377470244163022
EC,C6,30,Theta,1.7196749632331916e-05,8.453651630425708e-05,0.0007483162607786236,1520,2.5478888341821882e-05,0.0001501561029291851,9.752663909465688e-05
EC,CB1,57,Alpha,-8.049074798915793e-05,0.00011010441038490992,0.0007913179202585827,1900,6.326239504461126e-05,0.0001621510940963529,0.00012779382101538398
EC,CB1,57,Beta High,-5.1014483064569285e-05,0.00010262538862658496,0.0011496689699115941,3420,3.143047930465509e-05,0.00018173084342872927,0.00011833639628165024
EC,CB1,57,Beta Low,-0.00010032946514161478,0.0001361613971634529,0.0011588793236150296,1900,4.4622899967012244e-05,0.00023787083849283143,0.00015393834036588506
EC,CB1,57,Beta Medium,-5.828823170406371e-05,9.44088437340064e-05,0.0007812605451783574,1140,3.144225023296446e-05,0.00016437172540183077,0.0001073332316460299
EC,CB1,57,Delta,-4.991354667440447e-05,0.00014332897186320365,0.001034644676816862,1330,3.6815850700207156e-05,0.00026167688426653306,0.0001673917825082482
EC,CB1,57,Gamma,-5.1038555312349626e-05,9.114088677462991e-05,0.0009944271097703176,5890,3.106845300977084e-05,0.0001578880354022511,0.00010311347795603212
EC,CB1,57,Theta,-4.0595552150187544e-05,7.316627928528524e-05,0.0003340502892341979,1520,3.2088123075997434e-05,0.00011880867507338279,8.352051280019918e-05
EC,CB2,61,Alpha,-4.0879377539347644e-05,7.235714885653184e-05,0.0002743700530832906,1900,5.3689712109741184e-05,9.30987452418548e-05,8.164253605222732e-05
EC,CB2,61,Beta High,-2.7663633005104628e-05,8.83460149743481e-05,0.0004369083299329833,3420,2.072472521762057e-05,0.000163480781370712,0.0001024992940732534
EC,CB2,61,Beta Low,-6.460041428461302e-05,9.91231189274895e-05,0.0005000252224578049,1900,1.642564304741708e-05,0.00019100920323868108,0.00011654838825073626
EC,CB2,61,Beta Medium,-5.317738721637e-05,0.00010594536026841822,0.000548281386803253,1140,1.563323114941435e-05,0.00020629217040064472,0.00012475262232746414
EC,CB2,61,Delta,-6.153027011010125e-05,9.927734935466388e-05,0.0005047636944499725,1330,1.2595285635946347e-05,0.00019559075348657222,0.00011659940780106867
EC,CB2,61,Gamma,-1.960413117755631e-05,7.882662453218311e-05,0.00037498806876362374,5890,2.318422696100596e-05,0.00014065151072237996,9.023871059710485e-05
EC,CB2,61,Theta,-3.8424134069667684e-05,6.678989840461273e-05,0.00026754926604636686,1520,2.549822379330989e-05,0.00011266953686161589,7.652700967722195e-05
EC,CP1,35,Alpha,-0.0001275583881153777,0.0001525811518658551,0.0024222335801640693,1900,3.749022226303865e-05,0.0002804599625356511,0.0001713848015395897
EC,CP1,35,Beta High,-0.00022504697278075944,0.0002462784404656185,0.0030436030407870822,3420,4.2154551909762944e-05,0.00047308276108323576,0.0002899760671295446
EC,CP1,35,Beta Low,-0.00011180045338117548,0.00013433121778936422,0.0014179661698974085,1900,5.0649057050001044e-05,0.00022731139638865666,0.00015616721279776652
EC,CP1,35,Beta Medium,-0.00022385221791480103,0.0002499521883817614,0.003067197384827191,1140,3.427019230432321e-05,0.0004895988506900262,0.0002954160469010506
EC,CP1,35,Delta,1.5832118877737708e-05,0.00014372221882041675,0.0022000557283116074,1330,2.8844505675401685e-05,0.0002713641223148779,0.0001684291258742788
EC,CP1,35,Gamma,-0.0001769953116507627,0.00021738286052934213,0.002780973226906392,5890,2.3303195666069634e-05,0.00043302693259964495,0.0002560516575465442
EC,CP1,35,Theta,-4.872361195015515e-05,8.768848925963119e-05,0.0003354618257584618,1520,2.9403035667874907e-05,0.0001524501043615826,0.00010225122437374374
EC,CP2,37,Alpha,-3.772532682840213e-05,0.00021773339746361284,0.003679589960458789,1900,3.22095456058773e-05,0.0004238710106388746,0.0002541138339893689
EC,CP2,37,Beta High,-0.00026010199570024594,0.00028433126929542187,0.004084612358709669,3420,2.5674681695500286e-05,0.0005717274777397792,0.00033679136034958635
EC,CP2,37,Beta Low,-0.00013592881446523107,0.00017191502663531128,0.002271786890915129,1900,3.5299988415533654e-05,0.00032370951354617524,0.00020231567253287455
EC,CP2,37,Beta Medium,-0.00022105045279389359,0.00024479435694610364,0.0029687291443989934,1140,1.7960602468914703e-05,0.000496831861920758,0.000290145281980107
EC,CP2,37,Delta,-8.474718917304109e-05,0.00035598778779564983,0.005568491925149866,1330,2.266843534945261e-05,0.0007263426238469801,0.00042254859456920455
EC,CP2,37,Gamma,-0.00030840092712502016,0.0003560332566854199,0.005036408918190421,5890,2.236622548202976e-05,0.0007267744024669644,0.0004227054530362089
EC,CP2,37,Theta,-0.00011894849315934599,0.00014845097211783006,0.0018542364472249168,1520,2.697013163853374e-05,0.0002834296837614926,0.0001740282225532407
EC,CP3,34,Alpha,-0.0001334001449362017,0.0001587181511847028,0.002472711179059461,1900,6.642956797692085e-05,0.0002612610214155716,0.00018375437994462652
EC,CP3,34,Beta High,4.5442266419014606e-05,0.00015092765421317487,0.0015878582461907498,3420,5.0884211322459405e-05,0.00026208703520285873,0.0001767733711507963
EC,CP3,34,Beta Low,-7.317484653396512e-07,0.00010012038230052001,0.0007986917937588944,1900,5.0178209122001616e-05,0.00015561168583220713,0.00011466951517844683
EC,CP3,34,Beta Medium,-5.6979930393861574e-05,0.0001431260223757645,0.0015832997332885183,1140,4.0789237685451126e-05,0.0002568335609205571,0.00016753744670103314
EC,CP3,34,Delta,8.968383913034328e-05,0.00018575717581223444,0.0032165891302355157,1330,2.6293649377212787e-05,0.0003629388718511474,0.00021880090796358722
EC,CP3,34,Gamma,-2.464484097209416e-05,0.00010594942619579731,0.0010526659709071816,5890,3.106962073924422e-05,0.00018914921003641185,0.00012454700694111576
EC,CP3,34,Theta,-2.6139008132336508e-05,6.382447114784301e-05,0.0001869599548659727,1520,3.681539939271554e-05,9.383455087576242e-05,7.271259311565315e-05
EC,CP4,38,Alpha,-3.0931212044461836e-05,0.00018046150889725458,0.0026119700520532366,1900,5.537858727868563e-05,0.00031944253291788676,0.000210028557747832
EC,CP4,38,Beta High,-0.0001484311132739075,0.0001733526203851692,0.001795317488778556,3420,4.532225850181034e-05,0.0003156085780333457,0.00020390963573656653
EC,CP4,38,Beta Low,-0.00012750037676013352,0.00015421962310138208,0.0013799758811903402,1900,6.611406138805006e-05,0.0002521146916717509,0.00017964871960758841
EC,CP4,38,Beta Medium,-0.00011675648349988297,0.00014214149323980114,0.0015821453014047803,1140,3.658690950208437e-05,0.0002594243640594864,0.00016659966949489024
EC,CP4,38,Delta,-8.841866779178459e-05,0.0001610004837039376,0.0017224540695496377,1330,2.477320039557519e-05,0.0003123641318243402,0.0001879062400909237
EC,CP4,38,Gamma,-0.00018287218114660528,0.0002100256851261279,0.0025062346351099416,5890,2.7090676765436575e-05,0.00041328680552689596,0.00024884612643321383
EC,CP4,38,Theta,-0.0001240393631430928,0.0001569350054495913,0.0016884854101259267,1520,3.361739851287742e-05,0.0002939545687126067,0.0001834536726520861
EC,CP5,33,Alpha,-5.52938949378018e-06,0.00016142911400087603,0.0017100948081980893,1900,0.00011888927828700605,0.00020869559812739823,0.00018673313806587247
EC,CP5,33,Beta High,-2.166507764429562e-05,9.318953724639038e-05,0.0005280176366665827,3420,6.387248788805377e-05,0.00012576403653343106,0.00010718580792498036
EC,CP5,33,Beta Low,-1.1078955505238408e-05,0.00014763653429027907,0.0008755468437127801,1900,9.257261967819426e-05,0.00020881866163703996,0.0001696143920286889
EC,CP5,33,Beta Medium,-2.4284104168042156e-05,0.00014527514481638774,0.0008175573638755269,1140,8.699934686148071e-05,0.00021002603143295114,0.00016539318815013906
EC,CP5,33,Delta,1.9023589433984179e-06,6.840165539701004e-05,0.00033057350809743513,1330,2.9901704794828423e-05,0.00011117937828832296,7.200075623925537e-05
EC,CP5,33,Gamma,-6.926743195009394e-06,7.247585329867692e-05,0.00046030149665866253,5890,3.4402518514953827e-05,0.00011477955861392479,8.246207290175742e-05
EC,CP5,33,Theta,-3.5827473052383535e-05,8.066205170237889e-05,0.00025037956001523455,1520,3.091007028765983e-05,0.00013594203105206674,9.317839113758161e-05
EC,CP6,39,Alpha,-3.149911160931405e-05,9.809961222905112e-05,0.0008746305863134797,1900,5.4620043461746004e-05,0.00014641024419272347,0.00010931759059020278
EC,CP6,39,Beta High,-2.4618653424269106e-05,0.00012668707447969127,0.001101588372773341,3420,3.9682946020874604e-05,0.0002233583283228209,0.00014823558080623804
EC,CP6,39,Beta Low,-7.351851832344506e-06,0.00015963459908905595,0.001751371018162162,1900,3.464236069037165e-05,0.00029851486397648296,0.00018639274298030685
EC,CP6,39,Beta Medium,5.287890809641038e-06,0.00011612087085702199,0.0009001734311602127,1140,3.61942859457434e-05,0.00020492818742510931,0.00013583101493098632
EC,CP6,39,Delta,0.00016933883886265105,0.00033296975859692943,0.005958604603527767,1330,2.9368429077951864e-05,0.0006703045691735712,0.00039417323463410505
EC,CP6,39,Gamma,-6.907445853603421e-05,0.00014182020738526214,0.0016739333771256944,5890,3.651409597532001e-05,0.00025882699784075336,0.0001670459234006845
EC,CP6,39,Theta,-1.4792774950647749e-05,9.270405377127248e-05,0.0007771865685376735,1520,2.8972480394054485e-05,0.00016351691307929246,0.00010679139486051766
EC,CPZ,36,Alpha,-0.000249409544482137,0.000303653504370266,0.0042055246544969735,1900,2.9030818394814907e-05,0.0006087898221207672,0.00035539319685572775
EC,CPZ,36,Beta High,-0.00021357111956060192,0.00023828265398209516,0.003179682469220379,3420,2.531634315237208e-05,0.00047491188823734295,0.0002820028663276034
EC,CPZ,36,Beta Low,-0.0002143945211503509,0.00024281535138933344,0.0032618443632079545,1900,3.569670945219654e-05,0.00047294717576393003,0.0002864651163896434
EC,CPZ,36,Beta Medium,-0.00020291713295290888,0.00022554948364736903,0.002745332277644535,1140,1.787162202443638e-05,0.00045630266322840526,0.0002671261414336675
EC,CPZ,36,Delta,-5.53193249594295e-05,0.00040912684234618087,0.0070463496178386695,1330,2.770028610983381e-05,0.0008329341270532332,0.0004858583294915334
EC,CPZ,36,Gamma,-0.00024221016781606787,0.0003287027545318181,0.004597631602716229,5890,2.61554774204117e-05,0.0006648663957667141,0.00039051041816285737
EC,CPZ,36,Theta,-8.980404150532582e-05,0.00012554227320411655,0.0013770165072953136,1520,3.075185127737017e-05,0.0002308649642338347,0.0001465065558391429
EC,CZ,27,Alpha,-0.0001473839738531498,0.00022978040472642738,0.003226004112293396,1900,3.522924998713111e-05,0.0004459483544367566,0.00026787579672798057
EC,CZ,27,Beta High,-0.0002993322537599088,0.0003216418886023334,0.004261343945408844,3420,2.3160781420279183e-05,0.0006532875632490602,0.00038116825962584164
EC,CZ,27,Beta Low,-0.00013802537953913334,0.00017418764504766306,0.00241315905572693,1900,5.208818075995758e-05,0.00030985371647844695,0.00020415908387623634
EC,CZ,27,Beta Medium,-0.00024714400322113346,0.00027253379019119556,0.0034654816627110456,1140,3.665482709257716e-05,0.0005346215269674382,0.000322763301646107
EC,CZ,27,Delta,-1.3840901955887637e-05,0.0003850101750777057,0.006934438631741075,1330,2.8311153612305422e-05,0.0007813424211503727,0.0004572817768720809
EC,CZ,27,Gamma,-0.0005181803676409376,0.0005393256650751498,0.007228795256646009,5890,2.0829598909885552e-05,0.0011154324052587768,0.0006423577566039974
EC,CZ,27,Theta,-6.679134062873003e-05,9.72131565793532e-05,0.0008852944546690197,1520,3.159501210959431e-05,0.00017012220599019637,0.00011233601032996536
EC,F1,8,Alpha,-3.873217677069465e-05,0.0001094584995561436,0.001041070030941729,1900,8.526246947086568e-05,0.00013634297742867464,0.00012352968284130365
EC,F1,8,Beta High,-0.00011695838383330138,0.0001345950274055171,0.001220792153704559,3420,6.421622293014088e-05,0.00021279369904482403,0.00015781692224798625
EC,F1,8,Beta Low,-4.049251964629888e-05,8.695637416883887e-05,0.0004522510622884507,1900,6.771214381209066e-05,0.00010833885234300354,9.927430382287083e-05
EC,F1,8,Beta Medium,-5.876036687810604e-05,7.93197065765755e-05,0.0005625576859853093,1140,4.9062491396985256e-05,0.00011293883455389802,9.137875913986229e-05
EC,F1,8,Delta,-6.990578980023341e-05,0.00012843037184588057,0.0016941436105870956,1330,2.7439287409211752e-05,0.00024064268788662372,0.00014882721296667514
EC,F1,8,Gamma,-0.00013211357628154194,0.0001510644185779979,0.0017526741971393058,5890,3.5696583044160733e-05,0.0002792509025044836,0.00017617018603057006
EC,F1,8,Theta,-3.3947276874247e-05,6.050970485732591e-05,0.00024017464412495198,1520,3.651855485125859e-05,8.71665381974007e-05,6.851347128343368e-05
EC,F2,10,Alpha,-3.0765027542267784e-05,0.00010376035366060018,0.000856064658909357,1900,8.442451110446099e-05,0.00012524462316742152,0.00011809284724004923
EC,F2,10,Beta High,2.684012405419201e-05,9.627501927296993e-05,0.000702245221616274,3420,3.651889430927523e-05,0.00016267071367707516,0.0001115015306911087
EC,F2,10,Beta Low,-3.0769999065650016e-05,0.00010415571000352335,0.00044606452024224103,1900,6.422070334197864e-05,0.00014852793962746188,0.00012064448164250515
EC,F2,10,Beta Medium,9.096395237222906e-06,9.431133878036377e-05,0.0005064107638526683,1140,5.005958391165189e-05,0.00014347995530115474,0.00010869983140879367
EC,F2,10,Delta,5.010642403150763e-05,0.00010139753601445281,0.0011626919476131555,1330,3.630249075557726e-05,0.0001737253640798701,0.00011629692795882774
EC,F2,10,Gamma,-4.470228395759268e-05,9.653470952009885e-05,0.0006993700016110909,5890,5.3965524504693336e-05,0.00014383380398166055,0.00011011083310949961
EC,F2,10,Theta,-1.873513867604614e-05,6.69089887853755e-05,0.00025964591979384105,1520,3.40443866871768e-05,0.0001034252133389296,7.665230742553995e-05
EC,F3,7,Alpha,-4.3718444518095554e-05,9.845853144028879e-05,0.0004392313767726965,1900,0.00011278287783689435,8.254259099961593e-05,0.00011122533436013576
EC,F3,7,Beta High,-1.03536950265528e-06,3.559744334901025e-05,0.00014422873432210325,3420,3.163544653557035e-05,3.999966203061014e-05,3.839030861761778e-05
EC,F3,7,Beta Low,-4.6761487857444196e-05,8.945776104939238e-05,0.0002688962888047435,1900,9.875336066271193e-05,7.912931703459287e-05,0.0001031478935828975
EC,F3,7,Beta Medium,-2.7716189372469695e-05,0.00010374817127714875,0.00041301648431864285,1140,8.935697765740023e-05,0.00011973838641020267,0.00012037672040807749
EC,F3,7,Delta,3.962317000814955e-05,9.411872785842774e-05,0.0013268524927612048,1330,3.3123311039509905e-05,0.00016189141321278086,0.00010626980847855755
EC,F3,7,Gamma,3.0458768552056206e-06,3.809652153803379e-05,0.0001419401186628262,5890,3.405568643349347e-05,4.2586338320856365e-05,4.093081995234858e-05
EC,F3,7,Theta,-2.5080546902289305e-05,5.435901911492542e-05,0.0001217454532924944,1520,4.080028845574022e-05,6.942427540290898e-05,6.123311644432664e-05
EC,F4,11,Alpha,-2.9615858375083866e-05,0.00011772016939109394,0.0007886582817758126,1900,8.196698645889262e-05,0.00015744592820465098,0.00013603339748981746
EC,F4,11,Beta High,-3.534537572100723e-05,8.71695733797603e-05,0.0004098815472008405,3420,4.706746314211161e-05,0.0001317274736438144,9.834640546198882e-05
EC,F4,11,Beta Low,-6.660993030946824e-05,0.00011198425519866765,0.0003460186747795876,1900,7.311677395223244e-05,0.00015517034547248454,0.00012990722277454573
EC,F4,11,Beta Medium,-3.351531556324922e-05,9.272461578435074e-05,0.00033000800564663286,1140,5.412159464640911e-05,0.00013561686149317478,0.00010619611473553539
EC,F4,11,Delta,1.377974388888628e-06,9.0330783113253e-05,0.0006062152425041045,1330,5.732101022407631e-05,0.00012700830854567156,0.00010068831636165571
EC,F4,11,Gamma,-4.015537347774336e-05,7.396779173251929e-05,0.00045539773997609105,5890,5.971726940712148e-05,8.980170542740574e-05,8.267986918400243e-05
EC,F4,11,Theta,-5.057830774553666e-05,7.310028594220076e-05,0.00019194822808179837,1520,4.2777745199045084e-05,0.0001067919978790404,8.326409062109129e-05
EC,F5,6,Alpha,-3.812000231084108e-05,9.25136850869288e-05,0.00048790933369504617,1900,8.738139169410587e-05,9.82162333011765e-05,0.00010136173734278007
EC,F5,6,Beta High,6.213903692591757e-06,2.8042992464099896e-05,5.985513357791972e-05,3420,3.548921250772127e-05,1.9769414637853918e-05,2.880496135456424e-05
EC,F5,6,Beta Low,-3.655606960148241e-05,7.330359429833685e-05,0.00020348355727166937,1900,7.730058101864072e-05,6.886249794244366e-05,8.070909398808156e-05
EC,F5,6,Beta Medium,-1.495859880095534e-05,4.872263860372973e-05,0.00011150339665726084,1140,5.473310753506724e-05,4.2044339791132486e-05,5.289885206542613e-05
EC,F5,6,Delta,-1.4942089281258036e-05,4.825180023940121e-05,0.00014369305833072604,1330,2.6765031571260006e-05,7.212598764844699e-05,4.6723702064536084e-05
EC,F5,6,Gamma,-2.9250986444425424e-06,4.5160386462268696e-05,0.00010708236223919575,5890,4.480641328415192e-05,4.555368999350956e-05,4.7369369162974204e-05
EC,F5,6,Theta,-2.061272819537077e-05,4.959026599617396e-05,0.00011869689527783432,1520,2.739488519927924e-05,7.425180021494588e-05,5.434974179155024e-05
EC,F6,12,Alpha,-0.0001325941958969538,0.00016029829588626372,0.0016575987958687929,1900,7.148009063533241e-05,0.0002589851906095207,0.00018762413124163394
EC,F6,12,Beta High,-8.763423318829057e-05,0.00011798163111756464,0.0008853559908037859,3420,9.537996215388328e-05,0.0001430945966327661,0.00013454733386005014
EC,F6,12,Beta Low,-8.60804926655628e-05,0.00011161709871344645,0.0007622786509019751,1900,8.265235414981579e-05,0.00014380014822859164,0.00012889695024779813
EC,F6,12,Beta Medium,-0.00010816375699013187,0.00013184211179644408,0.0012118245250066278,1140,8.76719225794105e-05,0.00018092009981537024,0.0001525742223332072
EC,F6,12,Delta,-0.00011173688663348008,0.00016944181282112423,0.0020527209461562576,1330,3.350495271858312e-05,0.0003204827684906144,0.000197458719530949
EC,F6,12,Gamma,-2.0168793148656454e-05,0.00013512898424897422,0.0008090870228121204,5890,0.0001320461657386234,0.000138554338149364,0.00015556936733945404
EC,F6,12,Theta,-7.751922650435087e-05,0.00010011190145120079,0.0009382579698323055,1520,3.867680875074148e-05,0.00016837311556282226,0.00011593606772436971
EC,F7,5,Alpha,1.2784132451224417e-05,0.00012991216473006594,0.0016169394474338052,1900,5.7362818347175144e-05,0.00021052254959994462,0.0001493913822527396
EC,F7,5,Beta High,1.6608646511557347e-05,4.448022544738064e-05,0.00024549411960510297,3420,4.053746496551135e-05,4.886107042723539e-05,4.9709881971686915e-05
EC,F7,5,Beta Low,1.2123416720054426e-05,7.484896056998334e-05,0.0003821837778327944,1900,5.373696042480074e-05,9.830673850907512e-05,8.531210465107527e-05
EC,F7,5,Beta Medium,2.6189957719188175e-07,5.453544969476338e-05,0.00028188100858435414,1140,4.410067224891895e-05,6.612964685681275e-05,6.147477205993966e-05
EC,F7,5,Delta,2.3769895998920514e-05,9.233950841730221e-05,0.0013352672608163512,1330,3.218291288149832e-05,0.00015918017012375097,0.00010274742642765847
EC,F7,5,Gamma,7.715028743090146e-06,5.122317422954355e-05,0.0002661591981063158,5890,4.267529454176401e-05,6.072081832707637e-05,5.580821757419074e-05
EC,F7,5,Theta,-3.855222828069856e-05,6.240054964989865e-05,0.00017993212551449148,1520,2.9696341292317295e-05,9.873855893610015e-05,6.96583118727837e-05
EC,F8,13,Alpha,-0.0001234338872656912,0.00031239804132626487,0.004374698380199812,1900,2.585223017109129e-05,0.0006307822759431243,0.0003710903639748561
EC,F8,13,Beta High,-0.00019555710465516364,0.0002523874185392906,0.0028457307695953196,3420,3.4975910961727624e-05,0.0004939557602921384,0.0002981334862829803
EC,F8,13,Beta Low,-0.00016090965974508892,0.00021620553246580508,0.0024758715114047134,1900,2.008333017415542e-05,0.00043411909056763803,0.0002564683301714979
EC,F8,13,Beta Medium,-0.00021889983696553263,0.0002740806198863523,0.003179485514900635,1140,1.6458053309023073e-05,0.0005603279160833847,0.00032473996526928773
EC,F8,13,Delta,0.00011767575578412485,0.00029996151595821437,0.004606245373401239,1330,1.9638469927665744e-05,0.0006114315671032684,0.0003563483992402762
EC,F8,13,Gamma,-9.189342595292867e-05,0.00014862274396440804,0.0015232378119697026,5890,7.208370308087063e-05,0.00023366612272389406,0.0001732280478056451
EC,F8,13,Theta,-7.054296011865781e-05,0.00017704437809904882,0.0024008147901656324,1520,2.0006322101051554e-05,0.0003515311069857124,0.00020821778051802382
EC,FC1,17,Alpha,-4.1080405452531446e-05,9.480609571788319e-05,0.0005123038877208187,1900,9.400008843249053e-05,9.570165936831946e-05,0.00010420630214782016
EC,FC1,17,Beta High,-2.294988826014385e-06,8.962872711796904e-05,0.0008193698478386632,3420,5.343536892722862e-05,0.00012984356955212506,0.00010201454294919387
EC,FC1,17,Beta Low,-5.493966234200815e-06,0.00010187156774235489,0.00066583058048415,1900,8.536104548913278e-05,0.00012021659246815726,0.00011619728324891666
EC,FC1,17,Beta Medium,-9.562715148753497e-06,8.40715924657272e-05,0.0004151844903338102,1140,8.467578267115018e-05,8.340027001525722e-05,9.486567807828629e-05
EC,FC1,17,Delta,-1.0811755726740557e-06,0.00019722215968092236,0.002876300843809213,1330,2.551597607331649e-05,0.0003880068081338178,0.00023357859153202396
EC,FC1,17,Gamma,-0.0001726957773652509,0.00019688031336648017,0.0024600958093574355,5890,2.1558540391232707e-05,0.00039168228333897736,0.00023099702066490022
EC,FC1,17,Theta,-3.844524551488674e-05,7.427609683664342e-05,0.0004939110277613909,1520,3.7037024235800634e-05,0.00011565284417091317,8.505057350112766e-05
EC,FC2,19,Alpha,1.6769289634449874e-07,0.00011748691166922804,0.0013419634391466607,1900,5.9947994525511505e-05,0.0001814190418289131,0.0001344164608109381
EC,FC2,19,Beta High,-1.7349642812238178e-05,8.561695228036695e-05,0.0007126582851821216,3420,3.626555148802212e-05,0.00014045184204963896,9.789622193102945e-05
EC,FC2,19,Beta Low,-1.2723348528716389e-05,8.715296496775549e-05,0.0004111289388940745,1900,6.0221198216659034e-05,0.00011707715024675155,0.00010005010424986543
EC,FC2,19,Beta Medium,2.8502339186161236e-05,9.79012968234385e-05,0.0007744865594131993,1140,4.621295154184481e-05,0.00015533279158076485,0.00011150417220206356
EC,FC2,19,Delta,0.000116246980568336,0.0001981813839600299,0.004403504469808632,1330,2.9371325170954765e-05,0.0003857481159478911,0.00023327191206446593
EC,FC2,19,Gamma,-0.00012641324622849305,0.000156008343694502,0.0019276493532916438,5890,2.4920505521716622e-05,0.0003016614972198191,0.00018316464096507866
EC,FC2,19,Theta,-1.7750161991769165e-05,6.597471153484081e-05,0.0005242117082593872,1520,3.88132152867055e-05,9.615415181054673e-05,7.513766462842102e-05
EC,FC3,16,Alpha,3.374696944645274e-06,0.0001427231299033858,0.0012891645149765761,1900,0.00010219688794683032,0.00018775228763289194,0.00015832857822516087
EC,FC3,16,Beta High,8.780580969526128e-05,0.00018755111932614117,0.0019015294135713533,3420,8.333386030147476e-05,0.0003033480737979927,0.00021836282268920977
EC,FC3,16,Beta Low,3.88789165069301e-05,0.00016855896558665457,0.0013264066656204561,1900,0.00011194089107477908,0.00023146793726651623,0.0001956321360670986
EC,FC3,16,Beta Medium,2.8541524156230745e-05,0.00018553273579859563,0.0013240635062007336,1140,0.00013282451702271362,0.00024409742332735337,0.0002157927708296858
EC,FC3,16,Delta,6.411765768549593e-05,0.00014691123117049304,0.0021330157104090235,1330,3.82781600063387e-05,0.00026761464357510895,0.0001714803636724864
EC,FC3,16,Gamma,0.00011947049414884568,0.00017229341939944528,0.0018556498928664772,5890,4.2261643469887746e-05,0.000316773170432287,0.00019984295452350545
EC,FC3,16,Theta,9.254843566015432e-07,6.9199160353795e-05,0.000395591476523899,1520,3.7129905267894524e-05,0.00010483166600479553,7.80076940691899e-05
EC,FC4,20,Alpha,-8.296947625652247e-05,0.00010485147542060667,0.00040663946967848597,1900,7.761197105870732e-05,0.0001351175913782726,0.00011697691241430284
EC,FC4,20,Beta High,-8.11208676687919e-05,0.00011133966431333856,0.0006250659493500853,3420,6.598856839395733e-05,0.00016172977089042883,0.00012344933813554637
EC,FC4,20,Beta Low,-8.738545211632969e-05,0.00011474907899989167,0.00039257291543975806,1900,8.777943846277703e-05,0.0001447153462633524,0.00013110881671145994
EC,FC4,20,Beta Medium,-5.455074442439458e-05,9.212496939352658e-05,0.0003746882955312823,1140,5.746604032848978e-05,0.0001306348905769008,0.00010058340557603903
EC,FC4,20,Delta,5.22211702714295e-06,0.00010580381423719185,0.001053561552922833,1330,4.754520364075619e-05,0.000170535603788787,0.00012116390130970059
EC,FC4,20,Gamma,-7.775420860662128e-05,0.00011088690170035784,0.0005280646657134097,5890,0.0001332041107773421,8.609000272593087e-05,0.0001278390549702148
EC,FC4,20,Theta,-4.806783450862119e-05,7.702142725952643e-05,0.0002522477634833608,1520,4.170913611216016e-05,0.00011625730631215563,8.777808552739652e-05
EC,FC5,15,Alpha,-7.598821166270655e-05,0.00010713624183037883,0.0003760693330826866,1900,7.036549743379311e-05,0.00014799262449325184,0.00012193444231023572
