state,channel,channel_index,band,mean_signed_attribution,mean_abs_attribution,std_abs_attribution,n_samples,positive_mean_abs_attribution,negative_mean_abs_attribution,correct_only_mean_abs_attribution
EC,C3,25,Alpha,-9.255364496874326e-06,8.924242102909985e-05,0.0007812097723583466,1900,6.083899542519391e-05,0.00012080178281121755,9.597377920106443e-05
EC,C3,25,Beta High,1.7316325660930238e-05,0.00010739924038838882,0.001078740113013684,3420,6.360761021469816e-05,0.00015605660724804507,0.00012150096376480287
EC,C3,25,Beta Low,-8.391569211807381e-06,0.00011225785967291119,0.0009805893510308075,1900,6.311339343696781e-05,0.00016686282215729273,0.00012930842610872558
EC,C3,25,Beta Medium,-5.277401489735753e-05,9.816692985557894e-05,0.0008485845732353263,1140,5.845107795385905e-05,0.00014229565419082325,0.00011209231062183249
EC,C3,25,Delta,0.00011458535994980046,0.00018587383404800625,0.0030462134373648213,1330,2.8301449241476724e-05,0.00036095426161081686,0.00021839181266773667
EC,C3,25,Gamma,9.546350841688161e-05,0.00018062973346973414,0.002399654984855672,5890,2.568144637526742e-05,0.0003527944969080305,0.00021176405665465913
EC,C3,25,Theta,5.265465974283949e-07,6.897312054076612e-05,0.00040924861202167197,1520,4.346869041910713e-05,9.731137623149833e-05,7.806838134136429e-05
EC,C4,29,Alpha,-4.885803717612412e-05,0.00016658623903964242,0.0025060022964828827,1900,4.4098525169507596e-05,0.0003026836988953478,0.00019273322444917555
EC,C4,29,Beta High,-0.0002720345189131865,0.00029661483998189443,0.0034092314076781026,3420,6.357443718663466e-05,0.0005555486208655164,0.0003500464154498737
EC,C4,29,Beta Low,-0.00015294104654157907,0.0001769384163472609,0.0015343919269465835,1900,7.94020917801898e-05,0.00028531211031067327,0.00020666057194855392
