sanity_check,status,n_samples,psd_eo_signed_spearman_mean,wpli_eo_signed_spearman_mean,psd_eo_abs_spearman_mean,wpli_eo_abs_spearman_mean,note
classifier_only_randomization,available,8,0.33841594494879246,0.47055436857044697,0.8050287757068872,0.7744551431387663,Legacy summary: signed correlations available; abs correlations are absolute-value proxies and should be interpreted conservatively.
classifier_final_projection_randomization,implemented_for_rerun_not_recomputed_in_committed_summary,0,,,,,scripts/31_explain_residual_aware_ssl_cnn.py now implements this check; full recomputation was not run to avoid overwriting locked attribution artifacts.
full_psd_encoder_randomization,implemented_for_rerun_not_recomputed_in_committed_summary,0,,,,,scripts/31_explain_residual_aware_ssl_cnn.py now implements this check; full recomputation was not run to avoid overwriting locked attribution artifacts.
full_wpli_encoder_randomization,implemented_for_rerun_not_recomputed_in_committed_summary,0,,,,,scripts/31_explain_residual_aware_ssl_cnn.py now implements this check; full recomputation was not run to avoid overwriting locked attribution artifacts.
input_permutation,available,8,0.18585858121514315,0.16775688435882324,0.18585858121514315,0.16775688435882324,Legacy summary: signed correlations available; abs correlations are absolute-value proxies and should be interpreted conservatively.
