state,frequency_hz,frequency_bin,band,mean_signed_attribution,mean_abs_attribution,std_abs_attribution,n_samples,positive_mean_abs_attribution,negative_mean_abs_attribution,correct_only_mean_abs_attribution
EO,40.5,80,Gamma,-0.0002525365130649894,0.0006414501653010551,0.0016071864297092606,11780,0.0005045055396981146,0.0007936108604154333,0.0006434927450003646
EO,41.0,81,Gamma,-0.0002804193439687321,0.000662979336399181,0.0016565539709189915,11780,0.0005186404370392588,0.0008233558912435392,0.0006583282488392721
EO,41.5,82,Gamma,-0.0002764196806922431,0.0006532776708696405,0.0016436887641422923,11780,0.0005301789706445438,0.0007900540044530813,0.000661309534435704
EO,42.0,83,Gamma,-0.0002565731298458808,0.0006436408062477482,0.0015215202875167692,11780,0.0005172008504970352,0.0007841296459707626,0.0006553329321170507
EO,42.5,84,Gamma,-0.0002349173059096356,0.0006206232062550307,0.001438302602119674,11780,0.0004939337222144035,0.0007613892996335053,0.0006336886794163793
EO,43.0,85,Gamma,-0.0002681722574205208,0.0006497931912523524,0.0015142259342948872,11780,0.0005403297043537984,0.0007714192878063012,0.0006558425077465024
EO,43.5,86,Gamma,-0.0002653666142049836,0.0006514728400685729,0.0015906827306306321,11780,0.0005496925599811115,0.0007645620401657524,0.0006552537867803538
EO,44.0,87,Gamma,-0.0002851907500020134,0.0006545401043045244,0.0016818189182540156,11780,0.000523449963013509,0.0008001958168500971,0.0006607654308988125
EO,44.5,88,Gamma,-0.0003516684078940278,0.0006844164943537081,0.0018275977504715948,11780,0.0005221156579792635,0.0008647507569919801,0.0006948843940264031
EO,45.0,89,Gamma,-0.0002656292836423967,0.000717651838533319,0.0016448343605658115,11780,0.0006050150547086455,0.000842803820560734,0.0007226175295447128
