state,frequency_hz,frequency_bin,band,mean_signed_attribution,mean_abs_attribution,std_abs_attribution,n_samples,positive_mean_abs_attribution,negative_mean_abs_attribution,correct_only_mean_abs_attribution
EO,28.5,56,Beta High,-0.00018635659534248827,0.0005867917637140817,0.0013759089521603314,11780,0.0004218005277554342,0.00077011535922369,0.0006199825884209721
EO,29.0,57,Beta High,-0.00019069855355623687,0.0005815383053006379,0.001303466662620186,11780,0.00042349628530787166,0.0007571405497370447,0.0006005139812822759
EO,29.5,58,Beta High,-0.0001908456510855357,0.0005903684260523715,0.0013276267997556195,11780,0.0004350005227480414,0.0007629994297238495,0.0006100894357093455
EO,30.0,59,Gamma,-0.00018272519564930867,0.0005860451653434738,0.0014145763985279833,11780,0.0004426864217375329,0.0007453326582389638,0.0006094902253529466
EO,30.5,60,Gamma,-0.0001905208990259062,0.0005928567192788421,0.0014010915273191778,11780,0.00047235371063622826,0.0007267489511039686,0.0006136885585406816
EO,31.0,61,Gamma,-0.00016736622630184349,0.0005820404663611152,0.001360296258509056,11780,0.00047598018954837687,0.0006998852183752691,0.0006031906025133801
EO,31.5,62,Gamma,-0.00017875383113783106,0.0005812806139347933,0.001231504243155046,11780,0.00048147361019164445,0.0006921772847605142,0.0005958963269654767
EO,32.0,63,Gamma,-0.00020167011277682484,0.0006000457054193422,0.001217606714701338,11780,0.0004909272132579824,0.0007212884744875199,0.0006041128610742301
EO,32.5,64,Gamma,-0.00018874602587350017,0.0005804762988110819,0.0012600274189830533,11780,0.0004880680513125085,0.0006831521293650523,0.0005975802100682819
EO,33.0,65,Gamma,-0.00019066320774201002,0.0005793677854129141,0.0012305093237838776,11780,0.00048397694674348027,0.0006853576061567293,0.0005990874445560669
EO,33.5,66,Gamma,-0.00021835866272302016,0.0005991214075866119,0.001357348717824157,11780,0.0004996974151618443,0.0007095925102807983,0.0006160978477489602
EO,34.0,67,Gamma,-0.00023246300411682816,0.0006235988821626284,0.0013402674677326016,11780,0.000502106917550043,0.0007585899539543899,0.0006379236064381217
EO,34.5,68,Gamma,-0.0002142501569172939,0.000595440237092403,0.0012616505937077364,11780,0.0004983414685621318,0.0007033277576815933,0.0005952152916882013
EO,35.0,69,Gamma,-0.00019737533341445147,0.0005748478647883806,0.0012176133647325493,11780,0.0004873087247968926,0.0006721135758900339,0.0005740062839046535
EO,35.5,70,Gamma,-0.0001978759648641302,0.0005787290065048878,0.0012027815934967754,11780,0.0004807108647078483,0.0006876380529460429,0.0005795009525374504
EO,36.0,71,Gamma,-0.00017658642902644963,0.0005680170491155955,0.0012470549007586582,11780,0.0004856684691489277,0.0006595154713007819,0.0005687292763520722
EO,36.5,72,Gamma,-0.0001830893195031204,0.0005782898366086265,0.0012689378821285626,11780,0.0004862381486198361,0.0006805694899295046,0.0005831458225212093
EO,37.0,73,Gamma,-0.00021945270083957637,0.0006017258700960513,0.0013362267719485474,11780,0.0004969425635595164,0.0007181517662477566,0.0005998546469130651
EO,37.5,74,Gamma,-0.00023747463555402577,0.0006204140651311929,0.0013411084583414806,11780,0.000494448290662217,0.0007603760367633881,0.0006116036585314068
EO,38.0,75,Gamma,-0.00023184929615352497,0.000620286068093448,0.001295427687514657,11780,0.0005023214341501599,0.0007513578835859905,0.0006176717883185063
EO,38.5,76,Gamma,-0.0002273521455217352,0.0006236535750704439,0.0013708571265930408,11780,0.0004901176298219632,0.0007720268475687558,0.000623189832208626
EO,39.0,77,Gamma,-0.00025480193718445767,0.0006359920379562432,0.0013800204481547555,11780,0.000507508422118588,0.0007787516111091935,0.0006384096168929267
EO,39.5,78,Gamma,-0.00027018086840533903,0.0006487520066541819,0.0014617970446325563,11780,0.0005232295727674544,0.0007882213776394347,0.0006480480648718801
EO,40.0,79,Gamma,-0.00024202686220167784,0.0006263568185194894,0.001529187053911534,11780,0.0005168146208938271,0.0007480703714368916,0.0006312381627530054
