state,edge_index,channel_i,channel_j,channel_i_index,channel_j_index,band,band_index,mean_signed_attribution,mean_abs_attribution,std_abs_attribution,n_samples,positive_mean_abs_attribution,negative_mean_abs_attribution,correct_only_mean_abs_attribution,network_group,interhemispheric
EC,523,FZ,FC4,9,20,Beta Medium,4,-0.00040461392461924674,0.0015081745739112496,0.0019638544424262295,190,0.0010818614519211762,0.001981855820566887,0.0016119514206903425,frontal,False
EC,1520,CP3,P5,34,42,Beta Medium,4,-0.0009705176622685889,0.0015080352697192008,0.002268572025563139,190,0.0020479468698430927,0.0009081334918037655,0.0016394092385179724,central|parietal,False
EC,380,F5,CPZ,6,36,Beta High,5,0.0003873220264076165,0.0015079560359983698,0.0014855714758712853,190,0.0016111193375672422,0.0013933301453662895,0.0016409108081272238,central|frontal,False
EC,1119,FT8,T8,22,31,Beta Low,3,0.00032337469674949444,0.001507599481605723,0.00274759353195595,190,0.001142683026371247,0.0019130622096440292,0.0009987478138049977,frontal|temporal,False
EC,1071,FC6,FT8,21,22,Beta High,5,0.0006623597473207961,0.0015075545003056091,0.0014626357686042533,190,0.0015564964062923076,0.0014531746047648326,0.0014654553845719848,frontal,False
EC,1013,FC2,PZ,19,45,Beta High,5,0.00018399731693773252,0.0015074813622719713,0.0016193766274871537,190,0.0014649559609642483,0.0015547318081694413,0.0017366419873875369,frontal|parietal,False
EC,1287,C1,POZ,26,53,Beta Low,3,0.0007054921183560039,0.0015072206725166772,0.0018429940609879947,190,0.0009604217730179263,0.002114775005293067,0.0011810708809294767,central|parietal,False
EC,1084,FC6,CP1,21,35,Beta Medium,4,2.7911950238334386e-05,0.0015071822089568006,0.0019304960983517199,190,0.001465482013627436,0.0015535157593227612,0.001721624825851698,central|frontal,True
EC,342,F7,POZ,5,53,Beta Low,3,0.00048312894929448144,0.001507056740567641,0.0021841892053108985,190,0.0017698905484825965,0.0012150191762176905,0.001458299406161793,frontal|parietal,False
EC,553,FZ,PO7,9,50,Beta Low,3,0.0005417631613167101,0.001506972429189345,0.0018088955755747082,190,0.001678322149982656,0.0013165838505301102,0.0015840555100815504,frontal|parietal,False
EC,1541,CP1,CP2,35,37,Beta Medium,4,-0.00061878541439664,0.0015069344103329628,0.0017603588782617282,190,0.0015849527852241929,0.001420247327120485,0.0015569037282680478,central,True
EC,607,F2,POZ,10,53,Beta Medium,4,-0.0005147485854817451,0.0015066330788971987,0.001836483645533093,190,0.0015643689599164196,0.0014424820999869529,0.0014608321708125802,frontal|parietal,False
EC,1371,C4,CP4,29,38,Beta Low,3,0.0004146530178379722,0.0015065646815568226,0.0018125300567469222,190,0.0012746081485510818,0.0017642941626743124,0.0013519141643453458,central,False
EC,822,FC5,C2,15,28,Beta High,5,-8.368338834365415e-05,0.0015064685914514652,0.0020447564806298163,190,0.001614277923799773,0.00138668044439779,0.0016441373900720946,central|frontal,True
EC,1469,TP7,P2,32,46,Beta Medium,4,-0.0007123756986007422,0.0015063694467112138,0.0018611380145435895,190,0.0015797109894060191,0.0014248788437169857,0.001605230398202625,parietal|temporal,True
EC,279,AF4,P2,4,46,Beta High,5,-0.00018047569062075618,0.0015061886552517841,0.0015854382009260638,190,0.0014259960647722942,0.0015952915335623289,0.0015978382089087521,frontal|parietal,False
EC,907,FC1,C5,17,24,Beta High,5,0.0008282520260093455,0.0015061161659655033,0.0013282497609915034,190,0.001470191075986765,0.0015460329326085459,0.0015699495253650895,central|frontal,False
EC,441,F3,P3,7,43,Beta High,5,0.000287752196053526,0.0015059726350811226,0.0015856969081951197,190,0.0017466664472794464,0.0012385350659718745,0.0016934267835397403,frontal|parietal,False
EC,1453,T8,OZ,31,59,Beta High,5,4.764555873628285e-05,0.001505887461701401,0.001667482251964612,190,0.0016316317822929207,0.001366171549933046,0.0016001975026416735,occipital|temporal,False
EC,206,AF3,C6,3,30,Beta High,5,0.00021990326737832803,0.0015057902968261085,0.001860343920998027,190,0.0012310473655088145,0.0018110602205119906,0.001616353795038988,central|frontal,True
EC,73,FPZ,FT7,1,14,Beta High,5,-0.0001572560245030669,0.0015055936960762318,0.0018790413039699344,190,0.0011379191078412546,0.0019141210163373177,0.0017243566125725266,frontal,False
EC,606,F2,PO3,10,52,Beta Medium,4,-0.0009313027511349206,0.0015055052327002426,0.0022642100830159288,190,0.0009702188983828363,0.0021002678263862496,0.0015987906096465716,frontal|parietal,True
EC,877,FC3,CP4,16,38,Beta High,5,0.0005037610042061032,0.0015053780775647532,0.0015710610867251235,190,0.0011321336965510887,0.0019200940564688244,0.0015278345290053658,central|frontal,True
EC,311,F7,FT8,5,22,Beta Medium,4,-0.0007426129026642049,0.0015053418823538444,0.0017802818946943326,190,0.001975401689414818,0.0009830532078416519,0.0015478876483876111,frontal,True
EC,1067,FC4,O1,20,58,Beta Medium,4,-0.00098210486571228,0.0015051709165677808,0.0020087697762308275,190,0.0012525966874613534,0.001785808948908256,0.001628342930529624,frontal|occipital,True
EC,1497,CP5,P2,33,46,Beta Low,3,0.00025932313912777836,0.0015051207276751259,0.0018361480389904887,190,0.0015046590713267945,0.0015056336791732714,0.001383854311575114,central|parietal,True
EC,292,AF4,OZ,4,59,Beta Low,3,0.0005549115624166659,0.00150481114799991,0.0019800736464782634,190,0.0021540848553740543,0.0007833959175841943,0.0016610637999335024,frontal|occipital,False
EC,1465,TP7,P5,32,42,Beta High,5,0.0009168393908889749,0.001504571798174817,0.0015121670612833742,190,0.0016140151941362512,0.0013829680248843347,0.001611518737137507,parietal|temporal,False
EC,195,AF3,FC2,3,19,Beta High,5,-0.0002676975570538153,0.0015045531720835309,0.0017691796661121672,190,0.0009156396822390402,0.0021589014941329645,0.0016311664438709709,frontal,True
