state,band,channel,node_importance,mean_signed_attribution
EO,Beta High,FP1,1.5965369829550177e-05,2.4233348069598726e-06
EO,Beta High,PO6,1.593942859663986e-05,3.420121687476507e-06
EO,Beta High,FC5,1.585373797193615e-05,-4.7471583159746943e-07
EO,Beta High,F5,1.5800828547526267e-05,6.46327819606061e-07
EO,Beta High,AF3,1.563793179285495e-05,1.2951291290561382e-06
EO,Beta High,PO8,1.5577935027200004e-05,3.3079204968498882e-06
EO,Beta High,F3,1.556132263193936e-05,7.73489556350821e-07
EO,Beta High,O2,1.540083473117694e-05,2.5181427344718993e-06
EO,Theta,CP1,1.5104847774210343e-05,-4.39589145135946e-06
EO,Beta High,CB1,1.5080857967998292e-05,3.413413782845002e-06
EO,Theta,P2,1.5005557923293526e-05,-3.505337811778644e-06
EO,Theta,P1,1.4940855294152884e-05,-3.125681367939509e-06
EO,Beta High,O1,1.4774476532685471e-05,4.314405588073415e-06
EO,Theta,P6,1.4720831035023548e-05,-2.381416974468319e-06
EO,Beta High,FC3,1.470089666733798e-05,2.14007414433078e-06
EO,Beta High,OZ,1.4633814833354321e-05,4.4386253692820266e-06
EO,Alpha,P2,1.4517018987121974e-05,-1.1106110951664524e-05
EO,Theta,P4,1.4366142339310678e-05,-2.7078164917546123e-06
EO,Theta,POZ,1.4285094782107323e-05,-3.831516343068543e-06
EO,Theta,P8,1.42705833354542e-05,-1.2304445063646515e-06
EO,Alpha,P7,1.4156818325082162e-05,-1.0025163263922922e-05
EO,Theta,FC2,1.4135654799491736e-05,-5.516061849348088e-07
EO,Alpha,CP2,1.4023999739684778e-05,-1.068015227650422e-05
EO,Theta,F4,1.3853550177871539e-05,1.683103513535699e-07
EO,Alpha,CPZ,1.3830983285071775e-05,-1.0806156537936511e-05
EO,Alpha,TP7,1.3820158114432186e-05,-8.719051124757023e-06
EO,Theta,CP2,1.374871584890654e-05,-1.1557766439490635e-06
EO,Theta,FC4,1.3748436374579816e-05,-1.0192322178062523e-06
EO,Alpha,FT7,1.3742000603659043e-05,-9.961882710872826e-06
EO,Theta,C4,1.3725883867255978e-05,-2.678209377664933e-07
EO,Theta,AF4,1.3722081850223483e-05,-1.4899695207733591e-08
EO,Theta,PO6,1.3698576161106314e-05,-2.065595220450666e-06
EO,Theta,C6,1.3684298738330878e-05,8.912691239236652e-07
EO,Alpha,F2,1.3612952914263105e-05,-9.295171862061181e-06
EO,Theta,PO8,1.35919754588515e-05,-2.0492537335844085e-06
EO,Alpha,FC4,1.3584076460219304e-05,-9.082724891995873e-06
EO,Theta,F5,1.3566631883570225e-05,-2.82075569635012e-06
EO,Theta,C3,1.3530787289521496e-05,-1.6975591978513435e-06
EO,Theta,F6,1.3512621467735899e-05,-3.590408202134808e-07
EO,Theta,CP6,1.3501848171693371e-05,-2.293356217227193e-07
EO,Theta,CB1,1.3468915289292941e-05,-1.1267874292706116e-06
EO,Alpha,AF4,1.3454877355820788e-05,-8.771750862904706e-06
EO,Theta,C2,1.3450648266886044e-05,-2.0744410226578417e-06
EO,Theta,FZ,1.3448331819457333e-05,4.944592904456554e-07
EO,Theta,F2,1.3433057027476215e-05,4.972286919847857e-07
EO,Theta,FC1,1.3423533596480315e-05,-1.1696909816810577e-06
EO,Theta,CP3,1.3407471051622256e-05,-3.3596460062588896e-07
EO,Alpha,P4,1.338156925489717e-05,-9.976200060636005e-06
EO,Theta,FPZ,1.3377480508155505e-05,-2.78188868780402e-07
EO,Alpha,PZ,1.3353134159626812e-05,-1.0493176060154947e-05
EO,Theta,CPZ,1.3339266751282403e-05,-2.38396084632557e-06
EO,Alpha,P6,1.3326395390098662e-05,-9.509808275004151e-06
EO,Theta,PO3,1.3257842681870071e-05,1.8596836276772878e-07
EO,Alpha,FPZ,1.3226600385065314e-05,-9.713195490775382e-06
EO,Theta,FP2,1.3213732664113127e-05,-4.3975730711177186e-07
EO,Theta,CP4,1.3196001042506376e-05,-7.656002904515888e-07
EO,Theta,O1,1.3194207817858106e-05,-4.451019715373066e-07
EO,Theta,PO4,1.3188502502418507e-05,-2.1288563287544637e-06
EO,Alpha,F6,1.31749565901092e-05,-7.983612742710574e-06
EO,Alpha,CP4,1.3165545717933438e-05,-9.636704791111432e-06
EO,Alpha,CP5,1.3146866285029609e-05,-9.449201021451359e-06
EO,Delta,FC2,1.3097981697531487e-05,3.9712991003318515e-06
EO,Alpha,FC2,1.3087724695264512e-05,-9.004053537001144e-06
EO,Alpha,F4,1.304632175949304e-05,-8.319574697791788e-06
EO,Alpha,C4,1.3022081798184027e-05,-9.272250513319302e-06
EO,Alpha,T7,1.2944662669081789e-05,-7.329426154722625e-06
EO,Alpha,P5,1.2942076449705095e-05,-1.0244031941949396e-05
EO,Alpha,F7,1.289939707003555e-05,-1.0199597802778439e-05
EO,Alpha,C5,1.2893082476291952e-05,-7.515886991616647e-06
EO,Theta,P3,1.288362452161418e-05,9.089872479553613e-07
EO,Alpha,C3,1.2869758116272833e-05,-8.316324521605055e-06
EO,Alpha,F8,1.2857784177147971e-05,-8.682870920292655e-06
EO,Alpha,FP2,1.2848747922774235e-05,-8.818131510319876e-06
EO,Theta,FCZ,1.2834099830024358e-05,2.7076382979250254e-07
EO,Alpha,C2,1.2828423918125765e-05,-8.588614926208835e-06
EO,Theta,CB2,1.2795820000673324e-05,-4.5488325348103795e-07
EO,Delta,FC4,1.2777137144478523e-05,2.61723062445529e-06
EO,Theta,C1,1.2762148558914855e-05,-1.5690389698140503e-06
EO,Theta,F7,1.2752879892533042e-05,-1.5495680267997816e-06
EO,Alpha,FZ,1.2732418335805286e-05,-8.758824191403546e-06
EO,Theta,F8,1.27255832417936e-05,2.577828870161533e-07
EO,Alpha,CZ,1.2707935093393292e-05,-9.872040345867941e-06
EO,Alpha,CP6,1.2696566122957119e-05,-8.76581966007722e-06
EO,Alpha,P8,1.2680873790456886e-05,-8.926650004845356e-06
EO,Theta,PO5,1.263058816851674e-05,1.023465504833986e-06
EO,Alpha,P3,1.2618249585989141e-05,-9.8382441098815e-06
EO,Alpha,FCZ,1.2585932081298556e-05,-9.305080654383422e-06
EO,Delta,FT7,1.2564117256919257e-05,5.067174286623523e-06
EO,Theta,TP8,1.255498101192384e-05,1.0047114124651075e-06
EO,Theta,PO7,1.2536157896547554e-05,9.298861961978369e-07
EO,Alpha,PO3,1.252903329977231e-05,-8.339254726308522e-06
EO,Theta,FC6,1.2488796376348641e-05,3.207548881754027e-07
EO,Theta,FT7,1.2468487820380775e-05,-5.795797726935355e-07
EO,Delta,POZ,1.2426987025264388e-05,2.804858233902347e-06
EO,Alpha,PO7,1.2426014564612038e-05,-9.008320959948171e-06
EO,Theta,F3,1.2414620468515014e-05,-1.4306249705616223e-06
EO,Delta,F2,1.240173243538214e-05,3.519785756975655e-06
EO,Delta,C2,1.2401145216705916e-05,2.7853982336404076e-06
EO,Alpha,FC6,1.2373966667555593e-05,-9.01415125936752e-06
EO,Theta,FP1,1.228949301273754e-05,-2.2345776349088175e-07
EO,Theta,P7,1.2264212577211642e-05,6.075105976137261e-07
EO,Alpha,CP1,1.2255100652163704e-05,-9.417092658692666e-06
EO,Alpha,PO5,1.2254267035614481e-05,-9.020207289313627e-06
EO,Alpha,FP1,1.2223675604206561e-05,-9.256842093973753e-06
EO,Theta,T8,1.2212930125007262e-05,2.110819623309068e-06
EO,Theta,P5,1.2186255826919061e-05,1.3556587821856505e-06
EO,Theta,C5,1.2182210025998264e-05,-1.435017961107146e-06
EO,Alpha,C6,1.2177977844977593e-05,-8.55810339518956e-06
EO,Theta,O2,1.2171828019016553e-05,3.315884135985351e-07
EO,Delta,FCZ,1.2161986492656954e-05,3.1743001682782503e-06
EO,Delta,CB2,1.2156994363467402e-05,4.339938066557966e-06
EO,Delta,O1,1.2154273912079226e-05,4.260275467681844e-06
EO,Delta,O2,1.2128192216178934e-05,4.3097421949284895e-06
EO,Theta,T7,1.210202219935547e-05,-1.7201562532692854e-06
EO,Theta,FC3,1.2074885632217629e-05,-9.206942454881563e-07
EO,Theta,OZ,1.2053406176446492e-05,-1.065800130734626e-07
EO,Theta,CZ,1.205156389549879e-05,-5.068925998003737e-07
EO,Delta,CB1,1.2049762522692672e-05,3.9579333431459965e-06
EO,Alpha,CB1,1.2048690285633116e-05,-8.680962282618133e-06
EO,Alpha,O1,1.2037747958535225e-05,-8.361812247754226e-06
EO,Delta,FC1,1.2009105096141145e-05,3.3273083215692073e-06
EO,Theta,TP7,1.2007539706278265e-05,-5.795948760962096e-07
EO,Delta,P4,1.1980388112619639e-05,2.911867391094302e-06
EO,Alpha,OZ,1.1949242241973419e-05,-7.964541090898e-06
EO,Alpha,P1,1.194455974189789e-05,-9.187247607785074e-06
EO,Theta,AF3,1.1944143522007958e-05,7.549968654817432e-08
EO,Alpha,CP3,1.1923468425636695e-05,-9.028596052208373e-06
EO,Alpha,FC5,1.1912319836121392e-05,-8.067877935119273e-06
EO,Alpha,C1,1.1879186252105521e-05,-8.457365071374398e-06
EO,Alpha,PO4,1.1874550285726681e-05,-8.08766417337259e-06
EO,Delta,FZ,1.185339812754155e-05,3.2948763427995702e-06
EO,Delta,CP6,1.182233391169171e-05,3.400353899366651e-06
EO,Alpha,PO8,1.1810631045361345e-05,-7.979141212232313e-06
EO,Delta,P8,1.1807515485235768e-05,2.4129573890871812e-06
EO,Alpha,F5,1.1806129269196787e-05,-8.826639010427534e-06
EO,Delta,PO8,1.1771809542424913e-05,3.491252025062703e-06
EO,Delta,PO6,1.1766354453790458e-05,4.038269138962642e-06
EO,Alpha,F1,1.1745823604016869e-05,-7.270059833289762e-06
EO,Delta,C6,1.1729081904925537e-05,3.6370217860861315e-06
EO,Alpha,O2,1.1709658337425584e-05,-7.680445732590109e-06
EO,Alpha,AF3,1.1694234509656442e-05,-8.137887171353254e-06
EO,Delta,F6,1.1694164779253551e-05,2.425541958963784e-06
EO,Delta,P6,1.1688075926290781e-05,3.297156661349502e-06
EO,Alpha,PO6,1.1681388889801382e-05,-7.690359275250977e-06
EO,Theta,CP5,1.1681186573343237e-05,1.2664326110340182e-06
EO,Theta,F1,1.1650264472109345e-05,8.108079251388546e-08
EO,Delta,FC6,1.1647927231245546e-05,3.758271350544755e-06
EO,Alpha,CB2,1.162335122699395e-05,-7.691860233863327e-06
EO,Delta,P1,1.162316963854425e-05,3.5882978083626768e-06
EO,Delta,OZ,1.1613378870345853e-05,3.00226514339324e-06
EO,Alpha,POZ,1.1565596768395092e-05,-8.218073112729907e-06
EO,Delta,CP2,1.154449522327184e-05,3.455903885364044e-06
EO,Delta,F4,1.1536982445369875e-05,3.146843544112764e-06
EO,Alpha,FC1,1.1535233321089692e-05,-8.278546248152269e-06
EO,Delta,AF4,1.1523773391386528e-05,2.7253677512406673e-06
EO,Delta,C4,1.146997428944295e-05,2.2902079822398938e-06
EO,Delta,CP4,1.1418507971313628e-05,2.6499471579130025e-06
EO,Theta,FC5,1.1366822800803913e-05,-2.023385706258442e-06
EO,Beta Low,F8,1.136412377898021e-05,2.950007869782026e-06
EO,Delta,P2,1.13464604558626e-05,2.074590786943604e-06
EO,Delta,PO3,1.1319782473579838e-05,4.841935879049328e-06
EO,Delta,CP5,1.1266474368569955e-05,1.75380977391574e-06
EO,Delta,PO4,1.1246459074794062e-05,3.948643897337446e-06
EO,Alpha,TP8,1.122513749137246e-05,-7.104539516568677e-06
EO,Delta,F8,1.1183445011174604e-05,4.183227745636147e-06
EO,Delta,PO5,1.1061771215316453e-05,3.839119394299255e-06
EO,Alpha,FT8,1.105643240602904e-05,-6.983372314999268e-06
EO,Theta,FT8,1.1043300416213511e-05,9.341513625231701e-07
EO,Alpha,T8,1.1003912466460652e-05,-6.76477434495859e-06
EO,Delta,T8,1.090517135629968e-05,2.675074256403627e-06
EO,Delta,P7,1.0882607913839685e-05,3.564867486952505e-06
EO,Beta Low,FC2,1.088110926462446e-05,2.286629388661204e-06
EO,Delta,F1,1.0854938338548299e-05,4.065400196244732e-06
EO,Delta,FP1,1.0832687372444468e-05,4.966910523978232e-06
EO,Beta Low,C3,1.0815640404776705e-05,3.0442296451938196e-06
EO,Delta,PO7,1.0803680876885131e-05,4.01082544811351e-06
EO,Delta,C1,1.0798663943915311e-05,3.1759311102770356e-06
EO,Beta Low,FC4,1.0764932494779819e-05,1.7031994661772643e-06
EO,Delta,AF3,1.0716749117111803e-05,2.778211673790333e-06
EO,Alpha,F3,1.0693483543857684e-05,-7.208629868213577e-06
EO,Delta,PZ,1.0685861484934576e-05,3.293158714880519e-06
EO,Delta,FC5,1.0651729975786867e-05,2.9012961211467975e-06
EO,Delta,P5,1.0651552120685024e-05,2.860569243939246e-06
EO,Delta,FPZ,1.0612574809858146e-05,2.9967700344558373e-06
EO,Delta,FC3,1.061054610038267e-05,3.531142412828157e-06
EO,Beta Low,F2,1.059977980058774e-05,2.871185544807477e-06
EO,Delta,CZ,1.0591862544179338e-05,3.1186999605976234e-06
EO,Alpha,FC3,1.058117043306302e-05,-6.942061652575041e-06
EO,Delta,TP7,1.0485130486955925e-05,4.286150500640599e-06
EO,Delta,FP2,1.047568716839033e-05,2.516552983059956e-06
EO,Delta,F5,1.0448093675558315e-05,4.244921312182512e-06
EO,Delta,TP8,1.0388642546765879e-05,2.4321788709431847e-06
EO,Beta Low,FT8,1.0355346334627623e-05,1.7706286030669952e-06
EO,Beta Low,F4,1.032256020921563e-05,2.5851174028498903e-06
EO,Delta,F7,1.0311082903505936e-05,4.385871366099586e-06
EO,Beta Low,FP2,1.0275392566248528e-05,3.1695109249222636e-06
EO,Delta,CP3,1.0211943648293787e-05,3.797426774847138e-06
EO,Beta Low,CP3,1.0196824579012022e-05,2.3327258641646216e-06
EO,Delta,C3,1.0149960367981589e-05,3.536003944040445e-06
EO,Delta,CPZ,1.0141073039974358e-05,3.856619472456045e-06
EO,Beta Low,CP1,1.0126044887327727e-05,1.1406064844012744e-06
EO,Beta Low,T8,1.0123015825940875e-05,2.859175869904556e-06
EO,Beta Low,C2,1.0070510265849529e-05,1.0071266432212512e-06
EO,Delta,F3,9.991429666490714e-06,2.8616869507895435e-06
EO,Beta Low,AF4,9.968878759408577e-06,1.8107018050835246e-06
EO,Beta Low,TP7,9.961017595669557e-06,3.1696411119669472e-06
EO,Beta Low,FCZ,9.898588241920868e-06,1.9095246270460656e-06
EO,Beta Low,O2,9.73755528825049e-06,3.979274525628254e-06
EO,Beta Low,CZ,9.732559652653838e-06,1.4606006443371338e-06
EO,Delta,CP1,9.69778832065397e-06,3.773548369967784e-06
EO,Beta Low,F6,9.69363489654756e-06,2.051373563275402e-06
EO,Beta Low,FZ,9.68457701632754e-06,1.5395889791507943e-06
EO,Beta Low,FC6,9.674108218039917e-06,1.8129815802951113e-06
EO,Beta Low,PO3,9.665588219907085e-06,1.490565479603453e-06
EO,Delta,FT8,9.653062566637786e-06,3.645695410089731e-06
EO,Delta,P3,9.638030875324105e-06,3.2184394373131733e-06
EO,Delta,T7,9.621913845090495e-06,3.464798899563726e-06
EO,Beta Low,O1,9.564592174147726e-06,2.471010080102954e-06
EO,Beta Low,TP8,9.532086896948746e-06,2.552385500070899e-06
EO,Beta Low,T7,9.507302905500787e-06,2.3277556059818863e-06
EO,Delta,C5,9.423624257846058e-06,2.9585087849046954e-06
EO,Beta Low,CB2,9.369124343927703e-06,3.4769699040720503e-06
EO,Beta Low,CB1,9.339144160148134e-06,2.5036070780074e-06
EO,Beta Low,FC3,9.319372942884096e-06,2.2314812654464116e-06
EO,Beta Low,PO6,9.294281067255346e-06,3.277078109918518e-06
EO,Beta Low,OZ,9.275988836432592e-06,3.6693301949908407e-06
EO,Beta Low,CPZ,9.262867269618187e-06,8.608255214536163e-08
EO,Beta Medium,T8,9.254319379761812e-06,-2.168800423689521e-06
EO,Beta Low,C1,9.231520754042993e-06,1.2879203051759989e-06
EO,Beta Low,C6,9.225060555483004e-06,1.872095264133703e-06
EO,Beta Low,P7,9.218419071492239e-06,2.892390591503646e-06
EO,Beta Low,PO8,9.185870500117245e-06,2.852272253153284e-06
EO,Beta Low,C4,9.18247603508292e-06,7.07516962698834e-07
EO,Beta Low,PO5,9.18041710887451e-06,1.855369018842798e-06
EO,Beta Low,FC1,9.176956189963119e-06,1.90090561185267e-06
EO,Beta Low,F1,9.147057078750488e-06,8.392550401032783e-07
EO,Beta Medium,FC2,9.116302518330389e-06,-3.4028664543169594e-07
EO,Beta Medium,FP1,9.10697736918794e-06,1.469690105248579e-06
EO,Beta Low,P8,9.09630860771049e-06,2.1030220140913555e-06
EO,Beta Low,P2,8.969956951700987e-06,3.517906127107007e-08
EO,Beta Low,PO7,8.954911397626215e-06,1.4739288227598615e-06
EO,Beta Medium,F2,8.922359522501847e-06,-5.350826929882292e-07
EO,Beta Medium,FC4,8.922316184923889e-06,-7.834440155663499e-07
EO,Beta Low,PO4,8.892225209455523e-06,2.811994881589503e-06
EO,Beta Low,P1,8.872896426001114e-06,4.382422715248994e-07
EO,Beta Low,FPZ,8.82131946171677e-06,4.126618634425514e-07
EO,Beta Low,AF3,8.807331675781047e-06,7.059944177055104e-07
EO,Beta Low,CP2,8.75464847588032e-06,-3.6027068124528334e-07
EO,Beta Low,CP4,8.684610593645842e-06,4.055881781332487e-07
EO,Beta Low,CP6,8.646532181201498e-06,2.6199444780583287e-06
EO,Beta Low,POZ,8.577654860496804e-06,1.6844272464979773e-06
EO,Beta Medium,FC6,8.54106438607076e-06,-4.6767445156317956e-07
EO,Beta Low,P6,8.458946583767564e-06,1.4118746403446159e-06
EO,Beta Low,CP5,8.43540221730608e-06,1.808455316959859e-06
EO,Beta Low,FT7,8.395665219001626e-06,4.3789086153838596e-07
EO,Beta Medium,CP3,8.329702292020771e-06,2.2837345437168523e-08
EO,Beta Medium,CP1,8.292803488414926e-06,-2.775847771020997e-07
EO,Beta Medium,F6,8.287205433960854e-06,6.191062741031474e-08
EO,Beta Low,PZ,8.278272271612519e-06,-9.95379728458728e-08
EO,Beta Medium,FT7,8.266751287401536e-06,-1.929951147700998e-08
EO,Beta Low,FC5,8.177899625956226e-06,1.300384783006023e-06
EO,Beta Medium,AF4,8.032061480636309e-06,1.2313216715605287e-07
EO,Beta Medium,FZ,8.029082319028908e-06,4.328274760643909e-07
EO,Beta Low,C5,8.026666292471284e-06,1.2957286019848967e-06
EO,Beta Low,P3,8.002085402248393e-06,5.748900533416532e-07
EO,Beta Medium,F4,7.961993138877538e-06,-1.9112661366146392e-07
EO,Beta Medium,FCZ,7.951193160895333e-06,2.6708262023142296e-07
EO,Beta Medium,FC1,7.9256625554634e-06,3.133815455956337e-07
EO,Beta Low,P4,7.923427070391914e-06,4.085133661290485e-07
EO,Beta Medium,C3,7.877959991233282e-06,-8.934258900333567e-08
EO,Beta Medium,F7,7.855020797890955e-06,1.06467877398104e-06
EO,Beta Medium,FT8,7.827503761093415e-06,-1.0226968124557785e-07
EO,Beta Medium,CP4,7.794169869604999e-06,7.22285306133941e-08
EO,Beta Low,F7,7.78541576326782e-06,-3.543694426301826e-07
EO,Beta Medium,TP8,7.749610126412485e-06,-2.91373363026685e-07
EO,Beta Medium,FP2,7.727828563736211e-06,7.100340185687023e-08
EO,Beta Medium,FPZ,7.63219515807179e-06,3.375298683397224e-07
EO,Beta Low,P5,7.626879415840321e-06,1.1388306203495988e-06
EO,Beta Medium,C4,7.620340732066655e-06,3.1754894543195e-07
EO,Beta Medium,C1,7.618371344084662e-06,-4.089077800328639e-07
EO,Beta Medium,C2,7.583531941164315e-06,-9.397395590176825e-09
EO,Beta Medium,FC5,7.561248822943034e-06,-1.3337962836022903e-07
EO,Beta Medium,F1,7.541527502513356e-06,1.2418041312910689e-06
EO,Beta Medium,CZ,7.524505668771035e-06,4.3581980419611155e-07
EO,Beta Low,F5,7.503946650151157e-06,4.71821780620657e-07
EO,Beta Medium,T7,7.487691038360339e-06,4.1828392062670696e-07
EO,Beta Medium,C6,7.482345356707736e-06,9.264050119877158e-07
EO,Beta Medium,P1,7.4466058918232435e-06,1.0060821418120772e-07
EO,Beta Medium,TP7,7.412097540082675e-06,1.7209584128595493e-08
EO,Beta Medium,F5,7.408485824380361e-06,1.290784300085353e-06
EO,Beta Medium,CPZ,7.304468267929601e-06,3.209315512373257e-07
EO,Beta Low,F3,7.282817817662567e-06,2.644462853342059e-07
EO,Beta Medium,F8,7.232861915146972e-06,5.284710434169225e-07
EO,Beta Medium,P7,7.144318024804611e-06,3.64444800286257e-07
EO,Beta Medium,FC3,7.135997567281419e-06,1.1175445185757757e-06
EO,Beta Medium,O2,7.0756421397291464e-06,1.1072931723270226e-07
EO,Beta Medium,CP6,7.075375940742543e-06,3.90059486316557e-07
EO,Beta Medium,C5,7.064078130683801e-06,6.765612968282603e-07
EO,Beta Medium,CP2,6.9671903134585556e-06,4.1519498100132033e-07
EO,Beta Medium,CP5,6.920798373885837e-06,5.594642480543579e-07
EO,Beta Medium,P3,6.888365440301368e-06,1.2059869578594881e-06
EO,Beta Medium,F3,6.879420841462194e-06,5.24565704214873e-07
EO,Beta Medium,P5,6.858222543981562e-06,1.0617104461286911e-06
EO,Beta Medium,OZ,6.8196174670085566e-06,-2.6217737070642524e-07
EO,Beta Medium,CB2,6.803722732061073e-06,7.794988968833703e-07
EO,Beta Medium,AF3,6.784124434725292e-06,2.130012660401321e-06
EO,Beta Medium,PO5,6.6807958470591436e-06,6.75862525814496e-07
EO,Beta Medium,P8,6.648115297207601e-06,4.741521503010222e-07
EO,Beta Medium,PO3,6.646778400906183e-06,4.239832688834115e-07
EO,Beta Low,FP1,6.6054572279729474e-06,-2.6119182431771896e-07
EO,Beta Medium,PO7,6.503530888285478e-06,7.346165275524313e-07
EO,Beta Medium,POZ,6.35570592172058e-06,2.1886691459849135e-07
EO,Beta Medium,CB1,6.0790598686208e-06,8.817758797336002e-07
EO,Beta Medium,P2,6.069400977112772e-06,9.141349927242397e-07
EO,Beta Medium,PZ,6.044923898880643e-06,1.5698355391195304e-06
EO,Beta Medium,P6,6.02417256665459e-06,3.8646135943274753e-07
EO,Beta Medium,PO8,6.021406154004546e-06,8.097124602099559e-07
EO,Beta Medium,P4,6.007408237093562e-06,7.71289744473621e-07
EO,Beta Medium,O1,6.004233222298965e-06,9.036166218089892e-07
EO,Beta Medium,PO6,5.990854947502818e-06,9.187027907324519e-07
EO,Beta Medium,PO4,5.973383976911017e-06,1.0938425219806424e-06
