state,channel,channel_index,frequency_hz,frequency_bin,band,mean_signed_attribution,mean_abs_attribution,std_abs_attribution,n_samples,positive_mean_abs_attribution,negative_mean_abs_attribution,correct_only_mean_abs_attribution
EC,CP4,38,44.0,87,Gamma,-0.00017787411692964336,0.0002046719978748849,0.002337326722156477,190,2.8115165529150663e-05,0.0004008462560368118,0.00024291346343845017
EC,CP3,34,26.5,52,Beta High,0.0001310733530409876,0.00020464585475225578,0.002205348783320105,190,3.6592905761509196e-05,0.0003913713536308631,0.00024185928858268073
EC,FZ,9,32.0,63,Gamma,-0.00018786665578988913,0.00020455755280665255,0.002415369643646225,190,3.12465092475354e-05,0.00039712537898344935,0.00023799607377986257
EC,OZ,59,35.5,70,Gamma,-0.00017259082010803297,0.00020449004932538009,0.002335699467594527,190,2.6444723847353692e-05,0.0004023181887454094,0.0002393285231345239
EC,TP8,40,26.0,51,Beta High,-0.000167261075516843,0.0002041862642278501,0.00101516424859093,190,2.427906891307429e-05,0.00040408314791093433,0.00024165227111207257
EO,FT8,22,16.5,32,Beta Low,4.385842647526802e-05,0.00020413011281535427,0.00022735643447536317,190,0.00020030502585766043,0.0002083802094350141,0.000203041570623373
EC,O1,58,32.5,64,Gamma,-0.00016833831897590352,0.00020410586100470836,0.002102018879648461,190,3.755008554803879e-05,0.0003891678337343412,0.00023928081501318322
EO,FT8,22,29.5,58,Beta High,4.1269392348312714e-05,0.00020402341289812474,0.00022140139272989128,190,0.000227304089813711,0.00017815599410302897,0.0002030384970636013
EC,FZ,9,41.0,81,Gamma,-0.00018017982920989921,0.00020391005719375447,0.002334922828278365,190,3.59136587414137e-05,0.0003905727221407997,0.00023813284768506906
EC,C4,29,18.0,35,Beta Medium,-0.00018579008580788998,0.00020362964580701958,0.002095563318227101,190,4.463235785919243e-05,0.00038029329908238307,0.0002410621174182742
EC,FC3,16,37.5,74,Gamma,0.00015302100738162405,0.00020362317367817546,0.0021728494801370726,190,4.696401380601969e-05,0.0003776889068694596,0.00023732952986513264
EC,POZ,53,9.0,17,Alpha,-0.00018505771009746512,0.00020333776120561655,0.0016246872661894007,190,0.00010982209848252184,0.0003072440531201663,0.00023951878208184566
EC,P1,44,28.0,55,Beta High,-0.00017642572975709725,0.00020328427792877228,0.002273869132242508,190,2.8515893827269246e-05,0.0003974713713748868,0.00023874494755974295
EC,CP4,38,25.0,49,Beta High,-0.00017807494266784446,0.00020319209232470993,0.0019976107440348506,190,6.476569497333155e-05,0.0003569992004929081,0.00023938555558372375
EO,FC2,19,0.5,0,Delta,-4.755792050146359e-05,0.00020297832751515706,0.00025739933342084866,190,0.00019053892826374741,0.00021679988223894552,0.0002140225426458059
EC,P2,46,36.0,71,Gamma,-0.00018226567909493657,0.0002029731935818018,0.002329145332142407,190,3.197706057800312e-05,0.00039296889691935584,0.00022868554746025628
EC,PO5,51,25.5,50,Beta High,-0.0001578101798784903,0.00020277633027191385,0.0022819459365156433,190,3.718848158170082e-05,0.000386762828816595,0.0002378938469576998
EC,PZ,45,37.0,73,Gamma,-0.00017602416089974713,0.00020273973238311817,0.002403035473587154,190,2.69284125136472e-05,0.000398085643349197,0.00023866824550272474
EO,FC1,17,0.5,0,Delta,-5.227675469136699e-05,0.0002025502108173075,0.00026614796450815135,190,0.00022832162262599847,0.00017391530880765088,0.00022163302585066161
EC,FT8,22,16.0,31,Beta Low,-0.00016072468414060547,0.00020247676573999386,0.002292132947373496,190,1.6735079946028274e-05,0.0004088564166221778,0.0002397108071339399
EC,PO3,52,15.5,30,Beta Low,-0.00017397577370668443,0.00020237438999039573,0.002081051125359544,190,4.1008893641046326e-05,0.0003816693859341172,0.00023561161615549207
EC,CPZ,36,12.0,23,Alpha,-0.00016739127842427994,0.00020237276812346875,0.0020322118128039564,190,4.583482229542827e-05,0.0003763038190435137,0.00023190370321470055
EC,FT8,22,30.0,59,Gamma,-0.0001432583301976266,0.00020218328351993188,0.002042613387889777,190,3.620169831161645e-05,0.0003866072670847268,0.00023922846679184204
EC,CP2,37,2.0,3,Delta,-0.00016427438098475926,0.00020214089499496205,0.0023149209370682813,190,2.8649602611065004e-05,0.0003949089976437365,0.00023826527522943235
EC,CP4,38,41.0,81,Gamma,-0.00017257788314383019,0.00020212789481381896,0.0022654016133518908,190,2.7898639865424863e-05,0.0003957159558675902,0.00023953099169646898
EC,FT8,22,33.5,66,Gamma,-0.00014137872035495106,0.00020181160397570504,0.002041863779471927,190,3.969149610293172e-05,0.00038194505716767545,0.0002379813058626911
EC,CP3,34,22.0,43,Beta High,0.00010883051696485212,0.00020172591466623507,0.0019591860085928945,190,8.114233430943937e-05,0.00033570767061823036,0.0002369861110235368
EC,FZ,9,0.5,0,Delta,0.00016840918807163837,0.00020157860887352666,0.002290944596751431,190,5.178437341545339e-05,0.0003680166482713858,0.00023812577327951014
EC,FC1,17,32.0,63,Gamma,-0.00018400596966980446,0.00020144236064676373,0.002408180068580824,190,1.716357698208794e-05,0.00040619656471862576,0.00023659305280274593
EC,TP8,40,16.5,32,Beta Low,-0.00017912632256378646,0.00020144029040624543,0.0010621077077424667,190,2.3974433456943235e-05,0.0003986245759054701,0.00023786888171518174
EC,CP6,39,33.0,65,Gamma,-0.0001694521358856386,0.00020070160547454194,0.0021582152722484987,190,3.5645054039591393e-05,0.0003840977737355981,0.0002377896992714108
EC,FP2,2,8.5,16,Alpha,-0.00018437179371244013,0.000200656579806764,0.0017230692746424377,190,0.00012175417953409115,0.0002883259134430672,0.00023708026236274056
EO,CP2,37,1.0,1,Delta,1.0833269456621647e-06,0.00020061573331482378,0.00025756102851157966,190,0.0002033775099421302,0.0001975470926178166,0.00021547833316501761
EC,C1,26,10.0,19,Alpha,-0.00018267605208948997,0.00020054395366468717,0.002273725787911536,190,2.1783264514282187e-05,0.0003991669416095816,0.00023220301177507595
EC,CP1,35,43.5,86,Gamma,-0.00017836003482999012,0.0002005408136701928,0.00205755909151456,190,5.763399239630852e-05,0.0003593261706411754,0.00023452916639808032
EC,CP1,35,25.5,50,Beta High,-0.0001812866909276048,0.00020041989637952035,0.002115226561804503,190,4.820242652669378e-05,0.00036955041843821654,0.00023462840628792503
EC,PO3,52,16.5,32,Beta Low,-0.0001714842912792712,0.00020032720911104785,0.002181165608896865,190,4.3537470115719153e-05,0.00037453803021696863,0.00023076992065424688
EC,OZ,59,28.0,55,Beta High,-0.00016690730664571906,0.00020027982658727441,0.0022733594415824195,190,2.743615091947442e-05,0.0003923283551070522,0.00023506662092129949
EC,CPZ,36,13.0,25,Beta Low,-0.00016940057977082193,0.0002002235888089689,0.0021687096441834162,190,4.878003669596055e-05,0.00036849420226786703,0.00023316474907770414
EC,CP4,38,33.0,65,Gamma,-0.00017068955936994196,0.00020010471514761107,0.002230890131632513,190,2.6622820363850575e-05,0.0003928623760184561,0.000236930258634377
EC,PO4,54,23.5,46,Beta High,8.94405588618589e-05,0.0002000811891854554,0.0018224760407906618,190,9.683355371495709e-05,0.0003148007841526758,0.00023509658207908812
EC,CPZ,36,32.5,64,Gamma,-0.00018226154900188483,0.00020007432920512994,0.0023583396876082113,190,2.4533851953973447e-05,0.00039511930392863723,0.00023696283551726677
EC,P2,46,40.5,80,Gamma,-0.00017885159676186567,0.0002000301463170839,0.0023158896143276515,190,2.9475328887040294e-05,0.00038953549901713235,0.00022661566173594536
EC,FZ,9,39.0,77,Gamma,-0.000162718766007398,0.00020001813792739996,0.0021783195976170294,190,5.612735140852626e-05,0.0003598967896150374,0.00023418757425182015
EC,C3,25,10.0,19,Alpha,0.0001444533790696459,0.00019967074386094752,0.0022238645255322244,190,3.4968252881135114e-05,0.00038267351161629467,0.0002292308962164312
EC,CPZ,36,10.5,20,Alpha,-0.00017998014440208268,0.00019947088290252026,0.002187893181270748,190,1.9165327295187294e-05,0.00039981038913289025,0.00022697812727020628
EC,OZ,59,31.5,62,Gamma,-0.00016717766527444284,0.00019935622894512705,0.002275542067660833,190,2.6629117904960465e-05,0.0003912752412119789,0.00023376308353504523
EC,F8,13,14.0,27,Beta Low,-0.00010248903419558557,0.0001993498305603846,0.001924361418427383,190,1.8965152274218736e-05,0.0003997772508783467,0.00023624996260047172
EC,OZ,59,41.0,81,Gamma,-0.00016520155167702973,0.0001992900354114844,0.0023010330782174495,190,2.8680151033319135e-05,0.0003888565736094459,0.00023278725491221515
EC,CPZ,36,27.0,53,Beta High,-0.00017474180051889083,0.00019928240253050134,0.0023835124852069674,190,1.9333391031322278e-05,0.00039922574864070034,0.00023600897865904544
EC,T7,23,20.0,39,Beta Medium,-0.0001737552122053185,0.00019927969501508345,0.002211430879831128,190,3.967138270844221e-05,0.00037662226424468474,0.0002346425550643962
EC,POZ,53,1.0,1,Delta,-0.00015646430883157288,0.00019921051268377934,0.0021697105167984487,190,6.003545795284881e-05,0.0003538494623848132,0.00023179397829287208
EC,FZ,9,39.5,78,Gamma,-0.00016605623531693487,0.00019898024818070846,0.002278314465052366,190,3.57595248305637e-05,0.00038033660745864713,0.00023263084043611244
EC,CP6,39,23.5,46,Beta High,0.0001318700280801357,0.0001986365266393564,0.0020268248269920217,190,3.882159946431395e-05,0.000376208667944959,0.00023435855171479892
EC,CPZ,36,35.0,69,Gamma,0.0001618851091589279,0.0001984070983453388,0.0022774907841559455,190,2.4401452485310423e-05,0.00039174670485648145,0.000235071234839313
EC,F8,13,21.0,41,Beta High,-0.0001591797831089722,0.00019836483297479708,0.0022772869066039836,190,1.9915750429964312e-05,0.00039664159135794453,0.00023331168684604295
EC,P6,48,17.5,34,Beta Low,7.700930523668237e-05,0.00019829563910382138,0.001713103720205306,190,8.763094743733394e-05,0.00032125640762214076,0.0002250858674623436
EC,CPZ,36,36.5,72,Gamma,-0.00016862083271456112,0.00019818487330831784,0.00228182905457499,190,2.3462258493227433e-05,0.00039232111199175165,0.00023487879187897735
EC,FC3,16,24.5,48,Beta High,8.169615237985744e-05,0.00019810912657886487,0.0017081641964470534,190,0.00011018950881434675,0.00029579759076166283,0.0002284564221172903
EC,C3,25,33.5,66,Gamma,0.00015259639180164756,0.00019809635347587353,0.002251638633491411,190,2.260409906237372e-05,0.0003930877472686511,0.000232762706043517
EC,P2,46,44.0,87,Gamma,-0.00017644535356142732,0.00019808002007508046,0.0023528884657491446,190,2.676780055594274e-05,0.0003884269306519001,0.00022465205698795883
EC,FZ,9,29.5,58,Beta High,-0.00018170895728545375,0.00019803096073338827,0.0021959155462681276,190,3.7817114003497215e-05,0.0003760463459888227,0.00023309880985491216
EC,OZ,59,30.0,59,Gamma,-0.00016501204303763034,0.0001980154552484381,0.002288280016683367,190,2.7970593706530897e-05,0.00038695419029500166,0.00023251822685006973
EC,C4,29,20.5,40,Beta Medium,-0.00016881830213386255,0.00019798257798878002,0.0017081036335034594,190,5.8661107096302305e-05,0.0003527842123137552,0.00023251447472752456
EO,C2,28,1.0,1,Delta,3.4210584037370386e-05,0.0001979703434411838,0.0002071994008532253,190,0.00020257478752680024,0.0001928542944571655,0.0002124577944551318
EC,TP8,40,17.5,34,Beta Low,-0.00015856059838513596,0.00019796331963430478,0.0009644929203324198,190,2.042267050782454e-05,0.0003952307075526162,0.0002346080532681933
EC,TP7,32,9.5,18,Alpha,9.683681211229909e-05,0.0001979464339974418,0.0018856040821469836,190,3.281583456526702e-05,0.0003814248778109693,0.00023057157334994535
EO,F8,13,1.0,1,Delta,3.0023864502781885e-05,0.00019780921106037219,0.00029088679919199044,190,0.00018692488826670378,0.00020990290305333706,0.0002174396640395811
EC,T8,31,0.5,0,Delta,-0.000182261985363667,0.00019771950175294267,0.0023911754680253196,190,2.6467700894866633e-05,0.0003879992804841383,0.00023539588444330354
EC,P2,46,30.0,59,Gamma,-0.00017595833481843642,0.00019768705016866332,0.0023677168277853712,190,2.712189664814099e-05,0.00038720388741368813,0.0002294943167094086
EC,O1,58,15.0,29,Beta Low,-0.000153905912479827,0.00019746440962957912,0.0017949347529687422,190,4.143945640945575e-05,0.0003708254687630495,0.0002287708424763514
EC,CPZ,36,25.0,49,Beta High,-0.00017249338463443435,0.00019745092741429732,0.00231310228692509,190,2.2974267941935865e-05,0.00039131388238358787,0.00023300043197891021
EC,C4,29,4.0,7,Theta,-0.0001655056884890021,0.00019738791896628863,0.0017784358342776004,190,3.120175550662449e-05,0.00038203921169924877,0.0002298906084589084
EC,PZ,45,40.0,79,Gamma,-0.00017538449864534753,0.0001971393978230585,0.002373613158443439,190,2.2666952784849372e-05,0.0003909976700877353,0.0002313313265779243
EC,FC3,16,17.5,34,Beta Low,3.7514500549937545e-05,0.00019711546494268433,0.0014585385750152842,190,0.00014803173634036639,0.00025165294116748205,0.00023034165975916278
EC,TP8,40,12.5,24,Alpha,-0.00016871491196239252,0.00019706388070983455,0.0010916939966801196,190,2.4081157414792852e-05,0.0003892669065932142,0.0002329400911000574
EC,C4,29,21.0,41,Beta High,-0.00017021877271488424,0.00019694962135151522,0.0016904913148291557,190,5.757254105984741e-05,0.0003518130438978128,0.00023102929990355083
EC,FC1,17,34.5,68,Gamma,-0.0001793987676932145,0.00019687561573155708,0.0023714229212727007,190,2.155310613216896e-05,0.00039167840417532164,0.00023120873130429574
EC,P2,46,2.0,3,Delta,-0.00016417406888457242,0.0001968428587911345,0.0021608581793356825,190,3.316782191173654e-05,0.0003787040108793545,0.00022759485901085736
EC,T7,23,8.5,16,Alpha,0.00012935437434275935,0.00019674743664085202,0.0020376431495201055,190,5.9239329111608103e-05,0.00034953422278445644,0.0002315008700482004
EC,O1,58,32.0,63,Gamma,-0.00015308786487930573,0.00019670190206510265,0.0019234658243079486,190,4.162325392383628e-05,0.0003690115111109542,0.00023031290974148772
EC,C3,25,43.0,85,Gamma,0.00015625520408293748,0.00019652067479893737,0.002265475467470637,190,3.0048876531014378e-05,0.000381489339541074,0.00022993087924343068
EC,F8,13,21.5,42,Beta High,-0.0001396634069860112,0.0001964468329184648,0.0021221873483844326,190,2.992184456017146e-05,0.0003814745977610129,0.00023071644210500813
EC,FT8,22,17.5,34,Beta Low,-0.00015704117795512003,0.00019642279286486051,0.002108932776769484,190,1.0493666091875298e-05,0.00040301071150151074,0.00023279151885404343
EC,TP8,40,4.5,8,Theta,-0.00014887879511182007,0.00019637228983956389,0.0009860828196869972,190,2.113469271562394e-05,0.0003910807310883861,0.0002318778259991912
EC,PO3,52,29.5,58,Beta High,-0.00016508890556394518,0.00019632285454147043,0.002131705574107839,190,3.412092922523088e-05,0.00037654721600395883,0.0002306877625611664
EC,PO7,50,26.0,51,Beta High,-0.0001695157251029798,0.00019624613875018093,0.0022732026152326454,190,3.286599569275481e-05,0.00037777963103620996,0.00023036728605803396
EC,P1,44,17.5,34,Beta Low,-0.00017298136250093192,0.0001962073780893669,0.00195666962571978,190,6.741615266752015e-05,0.00033930873966919663,0.00022890733773267078
EO,FT8,22,27.5,54,Beta High,4.94223143873132e-05,0.00019611590071741435,0.00020813790419820354,190,0.00023629592215226012,0.00015147143245647463,0.0001923358961108783
EC,FZ,9,41.5,82,Gamma,-0.00017334625270349293,0.00019607663152313787,0.002261498375834475,190,3.453099206083403e-05,0.0003755717864812533,0.00022885373326133433
EC,C4,29,5.5,10,Theta,-0.00016832861986027013,0.00019591744334979553,0.0018568178042445893,190,3.491134120449765e-05,0.00037481311240012647,0.00022858483795214056
EC,TP8,40,25.5,50,Beta High,-0.00016991283836394598,0.00019561479213492866,0.0010126957363095835,190,2.4988449380424598e-05,0.00038519961741771095,0.00023133445669800301
EC,CP4,38,22.0,43,Beta High,-0.00016551222430626465,0.0001956051290512763,0.0018693774863446505,190,6.65346273708561e-05,0.0003390167975850765,0.00023024475474343206
EC,CP4,38,19.0,37,Beta Medium,-0.00017477869527463975,0.00019545567640394358,0.002180172671030613,190,2.5795639362679204e-05,0.00038396682867201503,0.00023083470289973296
EC,PO5,51,16.0,31,Beta Low,-0.0001610769392956734,0.000195290264461317,0.0021466784442854517,190,3.5996431330586684e-05,0.0003722834123843507,0.00022550807507639667
EC,CP1,35,21.5,42,Beta High,-0.0001701968633620253,0.0001952164686836332,0.002037961216655174,190,4.8954853709925966e-05,0.0003577293742099746,0.000228592228916979
EC,P2,46,24.5,48,Beta High,-0.00016113043731052018,0.00019513603875751727,0.002163246942560008,190,4.1911464390681074e-05,0.0003653855658317797,0.00022487866441251638
EC,FZ,9,29.0,57,Beta High,-0.00017775917383129817,0.00019501335190487138,0.0021412972421265674,190,3.877978304847545e-05,0.00036860620618975575,0.00022998664017716795
EC,OZ,59,30.5,60,Gamma,-0.0001636931499979311,0.00019499230475176672,0.0022415108887547264,190,2.663260907772537e-05,0.0003820586332784793,0.0002287139351707018
EC,PZ,45,2.0,3,Delta,-0.00014882685304559406,0.0001949819252117801,0.002022654749220496,190,3.898573355566605e-05,0.0003683110270519069,0.00022799127235448467
EC,F8,13,32.5,64,Gamma,-0.0001513510388132478,0.0001947944161893338,0.0018615415205401652,190,7.92832250498306e-05,0.00032314018412211515,0.00022902517613480823
EC,F8,13,13.5,26,Beta Low,-0.00014146916439861446,0.0001944992991784416,0.0021231357794540026,190,2.3728280762425452e-05,0.0003842448751962373,0.0002307742467008329
EC,CPZ,36,3.0,5,Delta,-0.00016032389207334944,0.00019437921228067175,0.00208822218090391,190,3.9456618269516926e-05,0.00036651542784862153,0.00022861190421407445
EO,F8,13,19.0,37,Beta Medium,6.17162610295279e-05,0.00019428022450567828,0.0002018252566518223,190,0.00023245846024534086,0.0001518599625727198,0.00019499364740305979
EC,OZ,59,37.5,74,Gamma,-0.00016053080032960422,0.00019422682358678545,0.0021848093234799926,190,2.7886969023672488e-05,0.00037904888421246653,0.00022687277208580496
EC,FC1,17,32.5,64,Gamma,-0.00017564436306378794,0.0001942199071194774,0.0022796915152521165,190,1.6616522356737503e-05,0.00039155700130029955,0.0002281147867604566
EC,FCZ,18,8.5,16,Alpha,-0.00017583680312041787,0.0001940610019168441,0.0014795844199871674,190,0.0001465527859405634,0.00024684790855715596,0.0002273455321392861
EC,CPZ,36,12.5,24,Alpha,-0.00016833561449172715,0.0001940218047922662,0.002066762684911447,190,4.770128186571267e-05,0.00035660016359954786,0.00022393125410667686
EC,PO5,51,42.5,84,Gamma,-0.00014773942905188408,0.00019399318527447203,0.0020938405535668486,190,4.092520485614755e-05,0.00036406871907261037,0.00022635364509302424
EC,T7,23,19.0,37,Beta Medium,-0.0001659333680765335,0.00019381889556121376,0.0021843031781497687,190,3.505755982377235e-05,0.00037022037971392647,0.00022780613422707956
EC,P2,46,17.0,33,Beta Low,-0.00016974569412440778,0.00019368301070022475,0.002046004042282334,190,5.039803323826935e-05,0.00035288854121350846,0.0002254896516453227
EC,FC3,16,43.5,86,Gamma,9.175383004451398e-05,0.000193585056130781,0.0017117072095676306,190,7.967839022304015e-05,0.00032014801825049305,0.000221909861007498
EC,CP1,35,24.5,48,Beta High,-0.00017225134048900234,0.0001933232179044577,0.0019409862513079458,190,4.587325573157065e-05,0.00035715650920766553,0.00022564703588333695
EC,CP1,35,39.5,78,Gamma,-0.00017116130350277234,0.00019318188288071483,0.002156750980393297,190,1.7046177165496167e-05,0.0003888882225642911,0.00022757682343639126
EC,CP2,37,23.0,45,Beta High,-0.00016190361302384265,0.00019301471293036465,0.0021558301009416184,190,3.4231694272289335e-05,0.00036944028921711506,0.00022705661794524118
EC,F6,12,10.0,19,Alpha,-0.00017664371947803548,0.00019298977304115056,0.002241172601475024,190,2.203136775425136e-05,0.0003829435566932608,0.00022765454563745412
EC,TP8,40,28.0,55,Beta High,-0.00015809016882885796,0.00019290286045494685,0.000958607487278258,190,2.3756023593451433e-05,0.0003808437903010529,0.00022819461876110272
EC,PZ,45,42.5,84,Gamma,-0.00017132951534654475,0.00019289499611160475,0.002240253167790127,190,3.568692934246783e-05,0.0003675706258550902,0.00022500068828698106
EO,FT7,14,0.5,0,Delta,-6.368495661863571e-05,0.0001928156678279387,0.0002732467880117988,190,0.00023556229873516888,0.00014531941126434962,0.00020648798033648773
EC,P2,46,8.0,15,Alpha,-0.00016394995299850342,0.00019264272924784666,0.0018977294844225825,190,7.502577473626479e-05,0.0003233282342607154,0.0002257757491613356
EC,P6,48,28.5,56,Beta High,9.66351592007578e-05,0.00019260545283419258,0.0016850815685262404,190,6.855302387072603e-05,0.00033044148501582216,0.00022360706943826895
EC,P1,44,27.5,54,Beta High,-0.0001691881764140717,0.0001925642162819669,0.002159434454895131,190,2.4086257961137778e-05,0.00037976194774955483,0.00022617344419111394
EC,FT8,22,33.0,65,Gamma,-0.00013757721571631788,0.00019252376970824853,0.0019667349768974114,190,3.65691224123648e-05,0.00036580671114811933,0.00022685111825491647
EC,P2,46,45.0,89,Gamma,-0.00016764378687191114,0.00019252196989695935,0.0022846354435176333,190,1.900224512397106e-05,0.0003853216640891685,0.00021670518408195582
EO,F8,13,18.0,35,Beta Medium,7.375745599375867e-05,0.0001920285856490238,0.00019012126693758414,190,0.00021888056103986354,0.00016219305743697966,0.0001949956446600355
EC,FC1,17,41.0,81,Gamma,-0.00017378219560141168,0.0001920237826078203,0.0022365759362756956,190,2.447460028969449e-05,0.00037818954073907116,0.0002244923958940916
EC,FC2,19,30.0,59,Gamma,-0.00017083355729632005,0.00019194180571570533,0.0021187805293421433,190,1.9000541023135496e-05,0.00038409876648522743,0.00022639561361274295
EC,CP1,35,16.0,31,Beta Low,-0.00017167641163280009,0.00019184266598144445,0.0017699883625440858,190,6.51977583742806e-05,0.00033255922998940427,0.00022577337655628542
EC,PO3,52,13.0,25,Beta Low,-0.00015718313351622136,0.00019182968632438824,0.002039708188318002,190,4.99300921397896e-05,0.00034949590208505337,0.00022711409985773582
EC,CPZ,36,9.5,18,Alpha,0.0001433990495075945,0.00019153422371349005,0.002196139714036385,190,2.0349956533863192e-05,0.00038173896502418655,0.0002273046344915852
