state,channel,channel_index,frequency_hz,frequency_bin,band,mean_signed_attribution,mean_abs_attribution,std_abs_attribution,n_samples,positive_mean_abs_attribution,negative_mean_abs_attribution,correct_only_mean_abs_attribution
EO,FC3,16,37.5,74,Gamma,-0.0005628465530710371,0.0008961030916883104,0.0010594320505160652,190,0.0007172629462319993,0.0010948143644175447,0.0009317340740832491
EO,FC3,16,41.5,82,Gamma,-0.0005456951657450956,0.0008954214383361281,0.0011033935486463376,190,0.0006289859828120467,0.0011914608333628853,0.0009456281383315913
EO,FC3,16,38.0,75,Gamma,-0.0005212612044009383,0.0008950696367192515,0.0011078603495544481,190,0.0006779272401763182,0.0011363389662113995,0.0009223956994043086
EO,CP3,34,6.5,12,Theta,-0.0004950524077978504,0.0008949069528320331,0.0024811836427498304,190,0.0003910605785449283,0.0014547362575954828,0.001037060514121048
EO,OZ,59,42.0,83,Gamma,-0.00022065594567409786,0.0008948992237862993,0.003150873951588223,190,0.00026282332153411186,0.0015972057818442853,0.0010193432498176304
EO,FC3,16,26.0,51,Beta High,-0.0006867367927402041,0.0008945506601416852,0.0012034083235600399,190,0.000746851884264248,0.0010586604111166153,0.0009454982053759092
EO,P2,46,16.5,32,Beta Low,-0.0004656766590869543,0.0008940987236368375,0.0023035619408820884,190,0.0003919968766012609,0.0014519896647874782,0.0009196442511955682
EO,FC4,20,27.0,53,Beta High,-0.0003447951020796979,0.0008940716246474314,0.0013851135750554125,190,0.0009115056927248203,0.0008747004378947769,0.0009654943547436478
EO,FC3,16,39.0,77,Gamma,-0.0005546430044384828,0.0008929771228275039,0.001003073223215755,190,0.000696815654628114,0.0011109343097157152,0.0009626537130487323
EO,F2,10,27.0,53,Beta High,-0.00017300683610565004,0.000892490424823629,0.0015881485040552768,190,0.0005562823302147622,0.0012660549743890364,0.0010045920952143365
EO,P7,41,39.5,78,Gamma,-0.00041445703883542,0.0008924633688293916,0.0013578096279657516,190,0.0008392209901466652,0.0009516215673657542,0.0008701654036479533
EO,T7,23,4.0,7,Theta,-0.0005818421062755015,0.0008919632224618479,0.0016292426718897302,190,0.00047011489157280456,0.0013606835901163405,0.0008515777166009321
EO,PO6,55,37.5,74,Gamma,-0.0004802539250122242,0.0008906879258710612,0.0013781693639191633,190,0.0006455185929629747,0.001163098295768935,0.0008790610457719341
EO,FC4,20,19.5,38,Beta Medium,-0.0005223160212249401,0.0008903352733891391,0.0016455631888302271,190,0.0006806058543315468,0.0011233679612309084,0.0009773031421940295
EO,T7,23,45.0,89,Gamma,-0.0006180454102502309,0.0008902900002597827,0.001499541150020624,190,0.0009871336435457647,0.0007826859521642474,0.0008238452454105593
EO,FC3,16,44.5,88,Gamma,-0.0005221122173248845,0.0008890377394795271,0.001311602768781157,190,0.0006546739499844586,0.0011494419500296031,0.000925921777787159
EO,TP7,32,21.0,41,Beta High,-0.00041148400453158604,0.0008889835135289724,0.0010825966591815617,190,0.0007678276509522669,0.0010236011386142005,0.0008789050016904471
EO,CP4,38,1.5,2,Delta,-0.0005257064196864782,0.000888767109069584,0.002458546960527138,190,0.00044870723152140384,0.0013777225285675617,0.0007945519359424054
EO,C4,29,43.5,86,Gamma,-0.0003668735835743242,0.0008884992880708173,0.001983398247870655,190,0.001213574512944392,0.0005273045937668452,0.0009050261122738109
EO,FC4,20,26.5,52,Beta High,-0.0003465251075220591,0.0008884088469489402,0.001281538148812106,190,0.000884160135531108,0.0008931296374131981,0.0009660503750174136
EO,O1,58,25.5,50,Beta High,-0.0004588881015790356,0.000888250496882358,0.0024022014678688145,190,0.0004621002531120769,0.0013617507677382258,0.0010147621385828665
EO,POZ,53,45.0,89,Gamma,-0.00035335003743350285,0.0008874404270843891,0.0013300219235959662,190,0.0007379731693458349,0.001053515157905005,0.0009428024466388802
EO,FC3,16,43.5,86,Gamma,-0.00048068602914039244,0.0008873049738182685,0.0012671691455783652,190,0.0005341462901594343,0.0012797035112169736,0.0009010733890654882
EO,C4,29,31.5,62,Gamma,-0.0003785326693871035,0.0008870189355499823,0.0019099262936955383,190,0.0012547012646063741,0.00047848301437621347,0.0009380576777299551
EO,F3,7,28.5,56,Beta High,-0.0005244834618152762,0.0008868190604109493,0.002697823943097005,190,0.0003152891507306396,0.001521852293389071,0.001006508119572887
EO,O1,58,42.5,84,Gamma,-0.00043270250683259974,0.0008866311797418902,0.002517790258324168,190,0.000459088747331821,0.0013616783268641896,0.0010136403819420352
EO,P7,41,25.0,49,Beta High,-0.0003412942125117693,0.0008864710457391352,0.0013011362149297516,190,0.0008331729752353137,0.0009456911240767145,0.0008368719697411581
EO,F7,5,1.5,2,Delta,-0.00048611045509329046,0.0008864172954375697,0.0024637485660414992,190,0.000282371639839279,0.0015575791349912262,0.0008116810035206493
EO,OZ,59,38.0,75,Gamma,-0.00023879368728486723,0.0008862828643522418,0.0028881862755762073,190,0.00026899186627130035,0.0015721617511088434,0.0010103867100182194
EO,F2,10,26.0,51,Beta High,-0.00015355981179852868,0.0008860825339835751,0.0012757326855478961,190,0.0007160060892783385,0.001075056361433838,0.0009687755026210929
EO,FC3,16,42.0,83,Gamma,-0.0005143111320098447,0.0008855386465782848,0.0010825754202322586,190,0.0006768575596401698,0.0011174065209539682,0.0009383190114113074
EO,FP2,2,43.0,85,Gamma,-0.000426435356684496,0.0008854181824597992,0.0026426074058746264,190,0.0012322170413380797,0.0005000861170394876,0.0008827245139154139
EO,OZ,59,34.0,67,Gamma,-0.00029162836645798217,0.000885110975999408,0.0024615414457909,190,0.00028949759784150926,0.0015469036183970734,0.0010102720556025456
EO,P7,41,23.0,45,Beta High,-0.0003737911697642464,0.0008851030329471729,0.0011971275379558928,190,0.0009586694010067335,0.0008033626239921054,0.0008416953644556162
EO,P8,49,44.5,88,Gamma,-0.0005646177876841561,0.0008847061093858159,0.0024964905001355997,190,0.0003141712693286171,0.00151863370944937,0.0009941609686701868
EO,PO6,55,39.5,78,Gamma,-0.0004194025055001332,0.0008845670393527525,0.0011767293134272308,190,0.0007091279351743257,0.0010794993773287824,0.0008060381320582419
EO,O1,58,43.0,85,Gamma,-0.000443769003737918,0.0008822754785762086,0.0025478822756681385,190,0.0004918939400703936,0.0013160327435826696,0.0010000942541512593
EO,P1,44,2.0,3,Delta,-0.0006025911058618171,0.0008813969003839283,0.0022470956140661284,190,0.00036382097104248177,0.001456481266318869,0.0009778382060095779
EO,FPZ,1,36.0,71,Gamma,-0.0006622944652103984,0.0008810920788187967,0.0027631586418925447,190,0.0002636342200366588,0.0015671563663545059,0.0010006216730746717
EO,POZ,53,29.0,57,Beta High,-0.0004135473018294438,0.0008802613201822461,0.0018747412173139983,190,0.0005249842370008245,0.00127501363482827,0.000951559772165464
EO,C5,24,15.5,30,Beta Low,-0.0005065688457570381,0.0008799843263324028,0.0013821418453552018,190,0.0011733621318307493,0.0005540089868897955,0.0009496680751633524
EO,C4,29,30.0,59,Gamma,-0.00034036472350001577,0.0008795588608509516,0.001865504929577375,190,0.0012084539755869185,0.000514119844477655,0.0009561284167674024
EO,P1,44,3.0,5,Delta,-0.0005341596384775856,0.000879239169198829,0.001626355407052518,190,0.00046953882428621576,0.0013344617746572883,0.000975389022131493
EO,P8,49,45.0,89,Gamma,-0.0003042108099018558,0.0008792306632040808,0.0019238310820291315,190,0.0004283157339909529,0.0013802472512186674,0.000970422136705353
EO,FC3,16,34.0,67,Gamma,-0.000494964531179368,0.0008792099363026916,0.001238031528639644,190,0.0005649520636779542,0.0012283853503301777,0.0009390614878331115
EO,PO6,55,38.0,75,Gamma,-0.0004377499194800396,0.000879190733126249,0.0013891515221294323,190,0.0007768345453677801,0.000992919830635659,0.0009185129803320876
EO,T7,23,22.5,44,Beta High,-0.0006206907990052505,0.0008787846146350893,0.0012182780314674829,190,0.0009352115885883103,0.0008160879769092884,0.0008389982699490096
EO,POZ,53,28.5,56,Beta High,-0.00032546069645694454,0.0008778490443866318,0.001893685235863754,190,0.0005371202743747968,0.001256436566622004,0.0009821593141118962
EO,C4,29,40.5,80,Gamma,-0.0003066535105661336,0.0008776792974553977,0.0016178817576301375,190,0.001073997497071515,0.0006595479645486008,0.000844224348495661
EO,F4,11,21.0,41,Beta High,-0.00046298632331447114,0.0008775157243198996,0.001888515311389464,190,0.00042360121203269583,0.0013818651824167927,0.000998149662125115
EO,FP2,2,35.0,69,Gamma,-0.0005593971865155967,0.0008763120965585953,0.002878800127007404,190,0.0013321461583882088,0.00036982980563680245,0.0008698485156899928
EO,OZ,59,26.5,52,Beta High,-0.00029766263289490887,0.0008754489852016458,0.0028211919849211327,190,0.00031392827324221335,0.0014993608873787926,0.0010064919137687109
EO,F3,7,2.0,3,Delta,-0.0003607570370299577,0.0008748855760185295,0.0021257607205971358,190,0.0004768464479570432,0.0013171512738646251,0.0008118254578147907
EO,F3,7,29.0,57,Beta High,-0.000522260629521563,0.0008746912890480863,0.002679187909208061,190,0.00031770288939693804,0.0014935672886604732,0.0009987271233940916
EO,POZ,53,29.5,58,Beta High,-0.00030478667746184864,0.0008745570533942377,0.0020850536216187017,190,0.000492758986597393,0.001298777127612954,0.0009663156344897505
EO,OZ,59,25.5,50,Beta High,-0.0003400432313577273,0.0008744909074056815,0.002597668622775361,190,0.00027262761986545227,0.0015432278935614918,0.001003816821845872
EO,O1,58,43.5,86,Gamma,-0.00035186452241789905,0.0008733244852533318,0.002507403956222991,190,0.000481477675036178,0.0013087098299390584,0.0009917944961161129
EO,T7,23,41.5,82,Gamma,-0.0006738515965456375,0.000873011065363871,0.0014791535461893739,190,0.0010743554965847127,0.0006492950306740469,0.0008733335838420207
EO,FC3,16,38.5,76,Gamma,-0.00047301417241070025,0.0008729627075856259,0.0010203416135065252,190,0.0006512797626600795,0.0011192770908362328,0.0009297697487448405
EO,PO6,55,43.5,86,Gamma,-0.0004005227817395662,0.0008725062041452716,0.0012072450944018529,190,0.0006804823703282212,0.00108586601949755,0.0008835228150118932
EO,CP4,38,15.0,29,Beta Low,-0.0004296273882884592,0.0008712313373770476,0.0014643220586684227,190,0.000769266466495494,0.0009845256383565516,0.0009594602571131485
EO,O1,58,44.5,88,Gamma,-0.00039680262930995156,0.0008704692001609405,0.00260563578131042,190,0.0004384499387014936,0.0013504906017825483,0.0009910944225733332
EO,FZ,9,29.0,57,Beta High,-0.00014146752611707546,0.0008704407694805675,0.002853075934290491,190,0.0003562972642020815,0.0014417113309011075,0.0010001395765474217
EO,FPZ,1,28.0,55,Beta High,-0.0006756893205512795,0.0008702973177584414,0.003019863165263109,190,0.0002163226486345345,0.0015969358390072268,0.0010181165406446433
EO,P1,44,5.5,10,Theta,-0.0005547045906927141,0.0008702544901624199,0.002293746737287398,190,0.00037082886785352745,0.0014251718482834114,0.0010052819148173061
EO,FC4,20,21.0,41,Beta High,-0.0004848407407340055,0.0008698265514638951,0.0015497514901457981,190,0.0007706279276225793,0.0009800472446209129,0.0009440711398694797
EO,P1,44,1.5,2,Delta,-0.0006170756134951438,0.0008696151740037054,0.0017107153367746152,190,0.0005179525066199297,0.0012603514710967899,0.0009675991445355627
EO,P7,41,22.5,44,Beta High,-0.00039014419117894543,0.0008694060939935475,0.0010452178838135009,190,0.0009221074262131484,0.0008108490581939912,0.0008107770678213739
EO,FC3,16,24.5,48,Beta High,-0.0006306423168564778,0.0008679526585745415,0.0012149619758713027,190,0.0006981690262159247,0.0010566011389730047,0.0009154053015031071
EO,FP2,2,19.0,37,Beta Medium,-0.0005640504473433293,0.0008672562052612912,0.0022780774354229333,190,0.0012370664946592612,0.000456355883707991,0.0008672468574551117
EO,PO6,55,44.5,88,Gamma,-0.0004752247596456933,0.0008670429925197744,0.0013041081213259987,190,0.0006191666044048399,0.0011424612015363683,0.0008899700468518502
EC,CZ,27,36.0,71,Gamma,-0.0008428686597256841,0.000867016543590077,0.01133703634917505,190,1.816486504040342e-05,0.0018101850753119366,0.0010342374758046844
EO,FC4,20,23.5,46,Beta High,-0.00048242645392937965,0.0008665376012446736,0.0011874862155461313,190,0.0007276364089193173,0.0010208722593839585,0.0008618969331904571
EO,FP2,2,19.5,38,Beta Medium,-0.0005516512873710793,0.0008664657530037687,0.0026658805998887774,190,0.001230210971775668,0.0004623043988127695,0.0008474303009756827
EO,F3,7,38.5,76,Gamma,-0.0003695723103278828,0.0008663436457029933,0.0017994328652515311,190,0.00029664899717769724,0.001499337699619989,0.0009950633861990014
EO,F3,7,30.5,60,Gamma,-0.0004639077944459267,0.0008649409362832161,0.0024443633836939297,190,0.0003313751615064216,0.0014577917971463213,0.000978286514742877
EO,P6,48,41.0,81,Gamma,-0.00041327840612761374,0.000864404800991908,0.0010829812377972157,190,0.0006369216929419546,0.0011171638099363008,0.0007901922896044266
EO,CP5,33,43.0,85,Gamma,-0.0005543296366158035,0.0008639365001059586,0.0014649753167332766,190,0.000427709087161893,0.001348633625599365,0.0008153430887132522
EC,FT8,22,26.0,51,Beta High,-0.0008258385014371481,0.0008638121054602806,0.011351783963456734,190,1.9208814960459322e-05,0.0018022602060156375,0.001029809755617712
EO,FC3,16,39.5,78,Gamma,-0.0004856358494946142,0.0008632242615595816,0.0009640664105179671,190,0.0006553662466194086,0.001094177611493107,0.000911595754856125
EO,C5,24,6.5,12,Theta,-0.0005103187918034834,0.0008632121835010606,0.002062313214972417,190,0.00030602455571621177,0.001482309547706448,0.0009698784043742496
EO,FC3,16,40.5,80,Gamma,-0.00048790216767547834,0.0008631756634545426,0.0009000164206136853,190,0.0006458072660324923,0.0011046961050345983,0.000916879272505636
EO,P3,43,34.0,67,Gamma,-0.0005263656042900712,0.0008628863949949492,0.0011335719500256136,190,0.0005372042445821548,0.001224755451009165,0.0006519323281119648
EO,C5,24,7.5,14,Theta,-0.0004250559327302775,0.0008619978407511007,0.002361888312577632,190,0.0004607440518747824,0.0013078353839470098,0.0009477112423738667
EO,F4,11,19.5,38,Beta Medium,-0.00042881459617331695,0.0008616729601750103,0.0018991889684751495,190,0.0004635335226202662,0.001304050113013615,0.0009830696937008908
EO,C5,24,13.5,26,Beta Low,-0.000507359042663458,0.0008614315919394424,0.0011979462040130693,190,0.0010990803681488156,0.00059737739615125,0.0009200191106940388
EO,T7,23,38.0,75,Gamma,-0.000618942498774792,0.000860828875957618,0.00141874723844958,190,0.0010160694343175748,0.0006883393666687771,0.0007472506828915242
EO,OZ,59,35.5,70,Gamma,-0.00016226929361724772,0.0008606962811187664,0.00284100458613954,190,0.00027615651917582137,0.0015101849054998163,0.00097759530266634
EO,C4,29,11.5,22,Alpha,-0.0005463648091958113,0.000860632742744252,0.0019601762888170247,190,0.00035079822131588655,0.0014271155443313249,0.0005380431772157764
EO,OZ,59,39.0,77,Gamma,-0.00029467227623890615,0.0008604221968317802,0.0020528905036871483,190,0.00032339474280884044,0.0014571193679683797,0.0009754755485673365
EO,C4,29,37.5,74,Gamma,-0.0003327567386182412,0.0008604112330095745,0.001502940238346228,190,0.0010308512244318595,0.000671033464762591,0.0008318309339598815
EO,T7,23,22.0,43,Beta High,-0.0005483578952820368,0.0008603497423581962,0.0015142162999901875,190,0.0010183974509709061,0.0006847411772329631,0.0008333556383322274
EO,O1,58,26.5,52,Beta High,-0.00037183049404867233,0.0008600223531663722,0.0025738637218545644,190,0.00039282640886308665,0.0013791289579478004,0.0009930670126411384
EO,AF4,4,25.0,49,Beta High,-0.00045466322952434566,0.0008597522429896692,0.0018005123898848729,190,0.00046322839704767386,0.0013003342940363304,0.0009747923478134922
EO,FC3,16,23.5,46,Beta High,-0.0006392075860512337,0.0008596286717991326,0.0010528512830834092,190,0.0008672304167560761,0.0008511822885136397,0.0009022012763144429
EO,CP5,33,7.5,14,Theta,-0.0004709674026069008,0.00085909791645531,0.002613558353538046,190,0.00038010665585257517,0.0013913104282361267,0.0009454488388543674
EO,PO6,55,34.0,67,Gamma,-0.0004234917390789401,0.000858797421197457,0.001191360412150181,190,0.0006959181386357787,0.001039774401821544,0.0008686851012997715
EO,POZ,53,16.5,32,Beta Low,-0.00025783198273432245,0.0008586104605766762,0.002229015739340748,190,0.0005505320910287533,0.0012009197600743682,0.0009789787024240687
EO,F2,10,26.5,52,Beta High,-0.00017501701898397942,0.0008584246587001693,0.0014967854070938682,190,0.0005700436008373391,0.0011788480563255364,0.0009633514895963286
EO,POZ,53,39.5,78,Gamma,-0.000504609852268188,0.0008572395385427309,0.001638957219725949,190,0.0005685906127132106,0.001177960567242198,0.0009338762999787742
EO,FC4,20,3.0,5,Delta,-0.00043258593058525944,0.0008571107433609256,0.002337796347823523,190,0.00036424851285570437,0.0014047354439222825,0.0007455973603861011
EO,POZ,53,32.0,63,Gamma,-0.0004176118267040572,0.0008570346958309933,0.001562459269123027,190,0.0005939048864365378,0.0011494011507137219,0.0009314407240347804
EO,FP2,2,1.5,2,Delta,-0.0002612922781383279,0.0008568292900121903,0.0014045451627105,190,0.0009543434417320957,0.0007484802325456288,0.0009092883235116477
EC,CP2,37,0.5,0,Delta,0.000839604532240091,0.0008563636177069967,0.011595383222441562,190,1.1793554952763685e-05,0.0017947747985450333,0.0010218705481369575
EO,CB1,57,44.5,88,Gamma,-0.00041230553519778845,0.0008559285778594766,0.0023178700340870544,190,0.0003112812896284493,0.0014610922314495071,0.0009983797154790555
EO,F2,10,24.5,48,Beta High,-0.00024576110544850284,0.0008559254272998137,0.001096348022465123,190,0.0005937890833979131,0.001147188031635259,0.0008602662278859423
EO,T7,23,42.5,84,Gamma,-0.0006770863620473241,0.0008556590277455308,0.0013426216065920919,190,0.0009935797337550028,0.0007024137988461173,0.0007773233959326163
EC,PZ,45,0.5,0,Delta,0.0008418836490376505,0.0008549839259980304,0.011397479119208642,190,1.3035383500330511e-05,0.0017904823065510304,0.0010205456040059087
EO,C5,24,7.0,13,Theta,-0.0004241654894007104,0.0008548861701096774,0.002324377064923459,190,0.00036888930502750825,0.0013948826868676431,0.0009076176013722707
EO,POZ,53,28.0,55,Beta High,-0.0002280443235648771,0.000854311138872529,0.0018412287661565985,190,0.0005512962000875212,0.0011909944041892046,0.000940958294063808
EO,C5,24,8.5,16,Alpha,-0.0004260201414080023,0.0008533317357002781,0.0014167320382378866,190,0.0010719065998091113,0.000610470775579352,0.0009465884486732814
EO,POZ,53,31.0,61,Gamma,-0.0003320573765641234,0.000853328731280137,0.0016727033761112574,190,0.0005976339151311173,0.0011374340825568256,0.0009443152967309374
EO,F5,6,19.0,37,Beta Medium,-0.0006500112677449882,0.0008530398036135976,0.0017836427380438032,190,0.000649271449965414,0.001079449085444913,0.0009548855076922998
EO,F5,6,20.0,39,Beta Medium,-0.0005974413536370191,0.0008530249996833673,0.0011508620170615532,190,0.0005801339037770565,0.001156237328468157,0.0008806937900454145
EO,T7,23,35.0,69,Gamma,-0.0005756476703212496,0.0008529824142125023,0.0013686567051017552,190,0.0010496171372767174,0.0006344993885855965,0.0007905759803114831
EO,FC5,15,13.0,25,Beta Low,-0.00044346774260414215,0.0008528505967899691,0.0012433586950561372,190,0.0011829299120017444,0.00048609580211021866,0.0009343565296709072
EO,AF4,4,43.0,85,Gamma,-0.00043986381269620214,0.0008527666787741166,0.0013180843065324793,190,0.0003921435920119292,0.0013645701085098804,0.0008849080826043393
EO,F7,5,4.5,8,Theta,-0.0004977979197859302,0.000851682797368698,0.0017824971632664902,190,0.0004630206102501254,0.0012835296719448895,0.0008593976168784819
EO,O1,58,36.0,71,Gamma,-0.0002811350107292242,0.0008514660235941735,0.0025091293281698074,190,0.0004261365953845612,0.0013240542771604097,0.0009702359889239278
EC,FC2,19,0.5,0,Delta,0.0008342925213347309,0.0008510228294277396,0.011396062764077411,190,2.9577790260045003e-05,0.001763739539614067,0.001015400345743343
EO,FP2,2,26.0,51,Beta High,-0.0005356580280195609,0.0008509347556564433,0.0014632890936983496,190,0.0008997359891781919,0.0007967111628545004,0.000873585426331265
EO,O1,58,35.5,70,Gamma,-0.0004043753298494822,0.0008508381975622054,0.0022692797180899026,190,0.0004558882220902291,0.0012896715036421792,0.0009664779597709865
EO,O1,58,31.5,62,Gamma,-0.00038260088110028727,0.0008503324108447903,0.002322197429795988,190,0.00043737248970497335,0.0013091767676668092,0.0009621884069262595
EO,F4,11,20.0,39,Beta Medium,-0.00039198806043952807,0.0008501940420524868,0.0016865756504296204,190,0.0004560322015185665,0.0012881516426457317,0.0009616988176584658
EO,F2,10,25.0,49,Beta High,-0.00018503677125455734,0.0008501817140516561,0.0012191233412685994,190,0.0006872493431341905,0.0010312176817377293,0.0008860476887465101
EO,F2,10,25.5,50,Beta High,-0.00016819607934860444,0.0008485796508567953,0.0010392643879103532,190,0.000781307488978158,0.0009233264973886148,0.0009172578699844437
EO,T7,23,39.0,77,Gamma,-0.0006400842853209608,0.0008479782166970519,0.0014680458621345461,190,0.0011055986443784162,0.0005617332970510914,0.0008245218249506426
EO,TP7,32,4.0,7,Theta,-0.0003630785347472463,0.0008477013604082756,0.0014941583307850736,190,0.00047629359589787643,0.0012603766543087189,0.0008060235626715104
EO,FC4,20,18.0,35,Beta Medium,-0.0004817215717894655,0.0008475691404879807,0.0013818043323848219,190,0.000895354622568857,0.0007944741603981182,0.0009575446702101167
EO,PZ,45,17.5,34,Beta Low,-0.00017152600233840472,0.0008475125317615469,0.003464001278963401,190,0.00024584658651403046,0.0015160302487032319,0.0009689097978227907
EO,OZ,59,33.0,65,Gamma,-0.00023412360439675127,0.0008470653463949249,0.0025608965437041134,190,0.00029249487452029973,0.0014632547595889531,0.0009663582460997681
EO,PO6,55,33.0,65,Gamma,-0.0003312610405421363,0.0008457088447548903,0.0013985138635352295,190,0.0006995472742255159,0.0010081105897875285,0.0008739731318303521
EO,O1,58,37.5,74,Gamma,-0.00036672335000060565,0.0008455963993798363,0.0021229913322522117,190,0.0004722430357582701,0.0012604334700704652,0.0009605333286198609
EO,FC3,16,42.5,84,Gamma,-0.0004352861630129611,0.0008455034678125428,0.0009177340924098378,190,0.0006225323486853164,0.0010932491557316833,0.0009052582808324891
EO,T7,23,2.5,4,Delta,-0.0005456772571272604,0.0008454854062123139,0.0016831156360097913,190,0.00044407335594765537,0.001291498795395268,0.0007790855209052577
EO,FP1,0,2.0,3,Delta,-0.000734887584308052,0.0008454045973750083,0.0025985960766301544,190,0.0002968069127967652,0.0014549575802397228,0.0007063410876296336
EO,P7,41,32.0,63,Gamma,-0.00029123269921336504,0.0008452119922941293,0.0011675854795184949,190,0.0007889771832969514,0.0009076951134021047,0.0008704314994292768
EO,PO6,55,39.0,77,Gamma,-0.0003457134760023247,0.0008451565079918376,0.00108282008729726,190,0.0007144518912536601,0.000990383859923146,0.0008084841121525801
EO,O1,58,32.0,63,Gamma,-0.00042200017878712796,0.0008451547816739644,0.002211932793831121,190,0.0004380652534927845,0.0012974764796530528,0.0009545155015178126
EO,PO4,54,41.0,81,Gamma,-0.0005127380452521548,0.0008439527316615719,0.0018379312645323627,190,0.0006383652027943308,0.0010723833192918394,0.0009091944878079362
EO,P6,48,44.0,87,Gamma,-0.0003523628463977021,0.0008436179836758912,0.0011604004419577434,190,0.0007538690188993792,0.0009433390556497932,0.0008208288327410025
EO,C4,29,12.0,23,Alpha,-0.0005945357352641628,0.00084338472368492,0.001555376618764401,190,0.0004041719599831174,0.0013313989055758117,0.0006127175892725673
EO,O1,58,38.0,75,Gamma,-0.0003924506163171699,0.0008433239231932863,0.0019378405148665183,190,0.0005086328621592503,0.001215202879897771,0.0009605878858353803
EO,C5,24,14.5,28,Beta Low,-0.00046616998020595915,0.0008431637079973331,0.0012920608743128236,190,0.0009942834371031125,0.0006752528978798006,0.0008999993388788469
EO,CP3,34,3.0,5,Delta,-0.0004950244482020687,0.0008425887892275815,0.001807109149676379,190,0.00042808202167175617,0.0013031518642896097,0.0008962771390376605
EO,CP5,33,7.0,13,Theta,-0.00035723147010877657,0.0008424681263668473,0.0020582630562216357,190,0.0003588641769465162,0.0013798058479449929,0.0009047652440399485
EO,P2,46,17.0,33,Beta Low,-0.0004200752227341839,0.0008424213158090243,0.002311634819550596,190,0.0003519923763655801,0.0013873423596350734,0.0008898286301534629
EO,T7,23,38.5,76,Gamma,-0.0006000814426418875,0.0008424147754291861,0.0014418519942704724,190,0.0009871905767613123,0.0006815527739490461,0.0007205787018300711
EO,CP3,34,2.0,3,Delta,-0.00042709630424844135,0.0008424121422541371,0.0023230951256293024,190,0.0003512468114376643,0.0013881513987168846,0.0009217195797831643
EO,F4,11,21.5,42,Beta High,-0.00044173993175993475,0.0008422979925859324,0.0017956407602792697,190,0.00037535248626791994,0.0013611263329392795,0.0009320488482983229
EO,AF4,4,23.5,46,Beta High,-0.00046036004360566117,0.0008419741444867742,0.0016387105563951357,190,0.0004566147887862437,0.0012701512063762524,0.0009296906919332108
EO,T7,23,24.0,47,Beta High,-0.0005772867468952886,0.0008418942935146226,0.0009376940266745111,190,0.0009555729771704647,0.0007155846450081316,0.0007766692945382642
EO,P1,44,3.5,6,Delta,-0.00049914596265807,0.0008418535342714223,0.0015579153631058924,190,0.0004806266777722705,0.001243216708159369,0.0009370375371746581
EO,P1,44,4.0,7,Theta,-0.0004640327804975763,0.0008415130513831264,0.0016317688199940694,190,0.00046083186933170014,0.001264492142551378,0.0009604060086581905
EO,PO6,55,44.0,87,Gamma,-0.0004095039437348298,0.0008414541688065386,0.0012293770816847842,190,0.0006066729278927211,0.0011023222142663358,0.0008693200020803081
EO,FC3,16,43.0,85,Gamma,-0.00040391097076710836,0.0008409465364987898,0.0009676745699598096,190,0.000558666052761468,0.0011545915184291472,0.0008860878598776438
EO,FC3,16,27.5,54,Beta High,-0.0005354084667846651,0.0008404988629439903,0.0012975095807520006,190,0.0005947325556553104,0.00111357253770919,0.0008947948861463393
EO,FC3,16,25.0,49,Beta High,-0.0005976753235675896,0.0008403427441096438,0.0012635377286833796,190,0.0007131963923529422,0.0009816164682837569,0.0008878684602162601
EO,P3,43,25.5,50,Beta High,-0.00046062160450241805,0.0008402707121962746,0.0011393671984744435,190,0.0008802838124347124,0.0007958117119313437,0.0006979284006225277
EO,AF3,3,2.0,3,Delta,-0.0004928829056026192,0.0008401635306271152,0.002184682901197957,190,0.0003877206748438358,0.0013428778148307588,0.00077179870126163
EO,FC4,20,36.5,72,Gamma,-0.0003590892254554817,0.0008400223622749051,0.002492007459185099,190,0.0013025669155103622,0.00032608396979106415,0.0009519299098382642
EO,T7,23,23.5,46,Beta High,-0.0004941723337639482,0.0008396071645919123,0.000877225736184072,190,0.0009278282639570055,0.0007415837208529201,0.0007881259145374167
EO,P3,43,33.5,66,Gamma,-0.00047552718136244964,0.0008395872154275737,0.0010795803342423275,190,0.0005576038474191184,0.0011529020687703017,0.0006673915977329464
EO,CP3,34,5.0,9,Theta,-0.0004835923707679822,0.0008395775988949173,0.0019405716744652095,190,0.0004453862913487222,0.0012775679406129118,0.0009330429066155257
EO,AF4,4,40.0,79,Gamma,-0.00043525882492278796,0.0008394252710977613,0.0011392992879174747,190,0.0005074942668124655,0.0012082374980814231,0.0009083150216153092
EO,T7,23,37.5,74,Gamma,-0.0006160892436032204,0.0008393525493805347,0.001387603185647941,190,0.0010629476981102513,0.000590913495236405,0.0007712635811603813
EO,P1,44,45.0,89,Gamma,-0.000343707233883165,0.000839215664597574,0.0012678591749471372,190,0.0007669055278642656,0.0009195602609679166,0.0006781441849134571
EO,P8,49,38.0,75,Gamma,-0.0003093241973362439,0.0008386695156451548,0.001892321203108027,190,0.00043325417762385556,0.0012891310023354873,0.000930565843411471
EO,OZ,59,33.5,66,Gamma,-0.0002283463482830232,0.0008375615267739234,0.002331971165493717,190,0.0002822253261956208,0.001454601749638704,0.0009539184287281709
EO,FC3,16,37.0,73,Gamma,-0.0004656560805606562,0.0008375290494481056,0.0009566039817668707,190,0.0006173463339564044,0.0010821765111055511,0.0008692219760106025
