model,architecture,feature_kind,fusion,encoder_kind,pretrained,pretrained_transfer_mode,learning_rate,weight_decay,embedding_dim,dropout,seed,lambda_reg,lambda_rank,lambda_soft,rank_margin,residual_alpha,residual_probability_scale,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc
patient_barlow_residualaware_reg_soft_rank,multimodal,psd-fc-wpli,gated,cnn,True,residual_aware_finetune,0.002,1e-05,32,0.0,3,0.3,0.1,0.2,0.5,0.5,1.0,0.631578947368421,0.6277777777777778,0.7,0.5555555555555556,0.6363636363636364,0.6666666666666666,0.1895149701530336,0.7333333333333334,0.742087912087912
