model,architecture,feature_kind,fusion,encoder_kind,pretrained,pretrained_transfer_mode,learning_rate,weight_decay,embedding_dim,dropout,seed,lambda_reg,lambda_rank,lambda_soft,rank_margin,residual_alpha,residual_probability_scale,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc
patient_barlow_residualaware_reg,multimodal,psd-fc-wpli,gated,cnn,True,residual_aware_finetune,0.002,1e-05,32,0.0,0,0.3,0.0,0.0,0.5,0.5,1.0,0.7368421052631579,0.7222222222222222,1.0,0.4444444444444444,0.6666666666666666,0.8,0.19042710201021443,0.8111111111111111,0.7431424131424131
