model,architecture,feature_kind,fusion,encoder_kind,pretrained,pretrained_transfer_mode,learning_rate,weight_decay,embedding_dim,dropout,seed,lambda_reg,lambda_rank,lambda_soft,rank_margin,residual_alpha,residual_probability_scale,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc
patient_barlow_residualaware_reg_soft_rank,multimodal,psd-fc-wpli,gated,cnn,True,residual_aware_finetune,0.002,1e-05,32,0.0,1,0.3,0.1,0.2,0.5,0.5,1.0,0.6842105263157895,0.6833333333333333,0.7,0.6666666666666666,0.7,0.7,0.1978247409220024,0.7555555555555555,0.7602272727272726
