model,architecture,feature_kind,fusion,encoder_kind,pretrained,pretrained_transfer_mode,learning_rate,weight_decay,embedding_dim,dropout,seed,lambda_reg,lambda_rank,lambda_soft,rank_margin,residual_alpha,alpha_candidates,residual_probability_scale,use_swa,swa_start_epoch,swa_lr,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc
no_ssl_residualaware_highrank,multimodal,psd-fc-wpli,gated,cnn,False,residual_aware_multitask_from_scratch,0.002,1e-05,32,0.0,1,0.3,0.3,0.1,0.5,1.0,1.0,1.0,True,50,0.0005,0.8947368421052632,0.8888888888888888,1.0,0.7777777777777778,0.8333333333333334,0.9090909090909091,0.0801601808419831,0.9666666666666666,0.9697979797979798
