model,architecture,feature_kind,fusion,encoder_kind,pretrained,pretrained_transfer_mode,learning_rate,weight_decay,embedding_dim,dropout,seed,lambda_reg,lambda_rank,lambda_soft,rank_margin,residual_alpha,alpha_candidates,residual_probability_scale,use_swa,swa_start_epoch,swa_lr,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc
no_ssl_residualaware_highrank,multimodal,psd-fc-wpli,gated,cnn,False,residual_aware_multitask_from_scratch,0.002,1e-05,32,0.0,5,0.3,0.3,0.1,0.5,1.0,1.0,1.0,True,50,0.0005,0.7368421052631579,0.7333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.7619047619047619,0.17667819790225647,0.8111111111111111,0.807983682983683
