model,architecture,feature_kind,fusion,encoder_kind,pretrained,pretrained_transfer_mode,status,skip_reason,learning_rate,weight_decay,loss_name,positive_class_weight,negative_class_weight,focal_gamma_pos,focal_gamma_neg,fp_margin,fp_penalty_weight,embedding_dim,dropout,seed,mixup_enabled,mixup_alpha,mixup_weight,mixup_layer,modality_dropout_prob,state_dropout_prob,encoder_lr_multiplier,transfer_head_lr_multiplier,freeze_pretrained_encoder_epochs,ssl_bridge_enabled,ssl_consistency_weight,ssl_two_head_enabled,ssl_aux_head_weight,ssl_fusion_weight,ssl_residual_enabled,ssl_residual_weight,bridge_residual_weight,ssl_residual_random_main,ssl_residual_main_loss_only,ssl_residual_preserve_main,ssl_residual_select_weights_on_val,ssl_residual_logit_preservation_weight,ssl_residual_logit_delta_enabled,ssl_residual_logit_delta_scale,selected_ssl_residual_weight,selected_bridge_residual_weight,selected_trainable_weight,selected_weight_metric,selected_weight_metric_value,selected_weight_val_brier_score,embedding_adapter_dim,embedding_adapter_scale,eeg_summary_features_enabled,eeg_summary_embedding_dim,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc
multimodal_psd-fc-wpli_gated_cnn,multimodal,psd-fc-wpli,gated,cnn,False,none,trained,,0.002,1e-05,bce,1.0,1.5,1.0,2.0,0.6,0.25,32,0.0,4,False,0.4,1.0,embedding,0.0,0.0,1.0,1.0,0,False,0.0,False,0.5,0.5,False,0.14,0.04,False,False,False,False,0.0,False,0.5,0.14000000000000004,0.04000000000000001,0.82,balanced_accuracy,,,0,1.0,False,0,0.7368421052631579,0.7277777777777779,0.9,0.5555555555555556,0.6923076923076923,0.782608695652174,0.20184684059733563,0.7777777777777778,0.7592596292596292
