model,architecture,feature_kind,fusion,encoder_kind,pretrained,pretrained_transfer_mode,status,skip_reason,learning_rate,weight_decay,positive_class_weight,negative_class_weight,embedding_dim,dropout,seed,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc
multimodal_psd-fc-wpli_gated_cnn,multimodal,psd-fc-wpli,gated,cnn,False,none,trained,,0.002,1e-05,1.0,1.0,32,0.0,5,0.8421052631578947,0.8333333333333333,1.0,0.6666666666666666,0.7692307692307693,0.8695652173913043,0.17374588696110752,0.8444444444444446,0.8429476079476078
