model_group,row_type,accuracy,balanced_accuracy,roc_auc,pr_auc,brier_score,sensitivity,specificity
residualaware_highrank_swa,mean,0.7947368421052632,0.7872222222222222,0.8566666666666667,0.84378441003441,0.14565120699056525,0.93,0.6444444444444445
residualaware_highrank_swa,std,0.038834988809085355,0.03795618729054741,0.06295206877429015,0.07830599810232408,0.018398094438172155,0.06749485577105528,0.04684855792842041
residualaware_highrank_swa,min,0.7368421052631579,0.7277777777777779,0.7444444444444445,0.726655844155844,0.1185111693183142,0.8,0.5555555555555556
residualaware_highrank_swa,max,0.8421052631578947,0.8333333333333333,0.9777777777777776,0.9809090909090908,0.1818745675672851,1.0,0.6666666666666666
residualaware_highrank_swa,seedmean10,0.8421052631578947,0.8333333333333333,0.8444444444444444,0.8029292929292929,0.1370043711289773,1.0,0.6666666666666666
