model,architecture,feature_kind,fusion,encoder_kind,pretrained,pretrained_transfer_mode,seed,residual_alpha,inference_rule,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier_score,roc_auc,pr_auc
patient_barlow_residualaware_highrank_swa_clsalpha1,multimodal,psd-fc-wpli,gated,cnn,True,residual_aware_finetune_swa_aux_inference,7,1.0,classification_head_with_residual_aux_training,0.8421052631578947,0.8388888888888889,0.9,0.7777777777777778,0.8181818181818182,0.8571428571428571,0.1498171002283925,0.8555555555555556,0.8629476079476078
